positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"کيفيت ساخت بالا-ظاهر شيک-کارامد","نداشتن اسلت سيم کارت","با سلام.بنده 5 ماه با این تبلت سرو کار دارم و از آن استفاده میکنم.به جرات میتونم بگم خیلی با کیفیت و بینظیر هستش البته تو تبلتهای ویندوز دار که دیدم.از همه مهمتر اینه که سری latitude هستش که سری صنعتی و خیلی خوب هست با کیفیت ساخت بالا. بنده کیف و استیشن اورجینالش رو هم از بازار تهیه کردم با قیمت مناسب.",0,0,5,5,4,5,5,4
,,"سلام. من این محصول رو خرید کردم خدا پدر و مادر دل رو بیامرزه. با این مشخصات که به نظر چشمگیر نمیاد کارایی خیلی خوبی داره. من روی این تبلت اتوکد 2018 ، فتوشاپ 2017 ، Virtual Box ، Wamp و یه سری برنامه های برق مثل Epaln رو نصب کردم مثل بنز با سرعت خوب کار میکنه. یه هابم گرفتم ماوس و کیبورد وصل میکنم با خودم اینور اونور میبرم جای لپتاپ.

پردازنده این دستگاه درسته دو هسته هستش اما در واقع هر هستش هوشمند دو تا میشه یعنی عملا 4 هسته میشه. هاردش SSD هست که سرعت بالای این دستگاه رو خیلی خوب تقویت کرده . صفحه نمایش IPS و ضد خش دستگاه عالیه فیلم میبینی توش حض میکنی . با این قیمت واقعا خوبه حتی باتریشم من تست کردم استند بای 5 روز بیشترم نگه میداره و استفاده مداوم هم بیشتر از 6 ساعت. اگر میتونید ویندوزشو 8.1 کنید سرعتش بیشترم میشه یعنی بهینه تر البته برای درایور باید بلد باشید.
یه داکت مخصوص خودش با کیبورد دل هم رفتم خود نمایندگیش کندل ایران خریدم خیلی خیلی کمک میکنه با کار کردن باهاش . در مجموع من که راضی ام بخرید ضرر نکردین",0,1,4,4,4,4,5,4
همچيش,"نداشتن هندزفري","سلام
من از این تبلت استفاده کردم همه چیش خوب بود جز اینکه هندزفری نداره",0,1,5,5,5,5,5,5
هيچي,"همه چي","اول ویندوزش خراب شد کلا بالا نیومد بعد بردم گارانتی درست کردن الانم باتریش خراب شده و شارژ نگه نمیداره و زیر پنجاه درصد خاموش میشه
نخرید",1,2,0,0,0,0,0,3
"قيمت مناسب در مقايسه با نمونه هاي موجود در بازار
شارژ دهي مناسب باتري
درگاه USB
بدنه مقاوم
وضوح بالاي صفحه نمايش","عدم پشتيباني از سيم کارت","با سلام
نقد و بررسی تخصصی تبلت لتیتیود 10 کندل ایران
مشخصات :
1 .CPU : پردازنده مرکزی (Intel Atom Z2760) این تبلت دارای دو چیپ اصلی بوده که با توجه به فناوری پردازش هوشمند اینتل هر چیپ آن دو پردازنده و میتوان گفت در مجموع دارای چهار هسته است.
2.RAM : دارای دو گیگابایت حافظه نگهداری داده است که پاسخگوی تعدادی زیادی از نرم افزار ها از جمله Microsoft Office 2016 میباشد.
3.HDD: حافظه ذخیره سازی این دستگاه برای نگهداری فایل های شما 64 گیگابایت از نوع نسل جدید حافظه های ذخیره سازی جامد ( SSD) است.
4.CAMERA: دارای دو دوربین جلو و عقب بوده که به ترتیب 2 و 8 مگاپیکسل هستند.
5.باتری: از نوع لیتیومی 2 سلولی است که درون دستگاه قرار گرفته است و در صورت نیاز کاربر از طریق نمایندگی قابل تعویض میباشد، باتری این دستگاه حد اقل 8 ساعت به طور مداوم قابل استفاده بوده و از کیفیت بالایی برخوردار است.
6.صفحه نمایش: کیفیت صفحه نمایش 1366 در 768 و از نوع IPS می باشد که می توانید به راحتی و با کیفیت مطلوبی به تماشای فیلم و کار های روزمره بپردازید.
7.کیفیت صدای پخش: دارای دو بلندگو با کیفیت پخش صدای استریو و خروجی صدای مطلوب از طریق Audio Jack است.
8.درگاه ها : پشتیبانی از پورت کامل USB 2.0 و بدون نیاز به OTG که می توانید به راحتی فلش و یا حتی هارد اکسترنال خود را به آن متصل نمایید.
9.سایر امکانات : پشتیبانی از قلم برای کار با تبلت ، بدنه مقاوم ،صفحه ضد خش ، WI-FI ، GPS ، Bluetooth ، پشتیبانی از SD Card تا ظرفیت 128 گیگابایت
10. سیستم عامل ویندوز 8 قابل ارتقا به ویندوز 8.1 و 10
11.سایر لوازم جانبی که قابل تهیه است : الف ) داکت Dell برای استفاده از پورت های HDMI ، شبکه (LAN) و 4 عدد USB و ... ب) کیبورد بلوتوث دل ج) کاور دستگاه با قابلیت استند و خوابیده.
ارزیابی کلی :
در مجموع می توان گفت حتی با توجه به آنکه این دستگاه از سیم کارت پشتیبانی نمی کند در مقایسه با اینکه از گروه سخت کار لتیتیود دل می باشد و از امکانات، مشخصات و لوازم جانبی مناسبی برخوردار است ، از ارزش خرید مناسبی برخوردار بوده و همچنین لوازم جانبی آن نیز از طریق نمایندگی قابل تهیه است.",3,1,5,5,4,4,5,4
"سخت افزار قابل قبول
پشتيباني از قلم","عدم وجود قطعات يدکي","من این تبلت مدل سیکارت خور و باطری قابل تعویض رو دو ساله که دارم الان باطریش خراب شده تو ایران هم پیدا نمیشه",2,1,2,3,5,3,2,0
,,"دیجی جون موجودش کن
تبلت قیمت مناسب ویندوز دار میخوام",2,1,3,3,3,3,3,3
"يک لپ تاپ جمع و جور و سبک
عملکرد باتري فوق العاده
تاچ روان","در عمليات هاي سنگين ممکن است کمي مکث مشاهده شود، که گاهي در لپ تاپ ها هم اين اتفاق رخ مي دهد","من حدود دو هفته است که این تبلت رو خریدم...
هیچ مشکل خاصی باهاش نداشتم، کارهای روزمره باهاش انجام میدم و خیلی راضیم.
یه لپ تاپ جمع و جور و فوق سبک.
برای دانشجوها و افرادی که حمل و نقل لپ تاپ براشون سخته و برنامه های خیلی سنگینی بیرون از خونه اجرا نمی کنن مناسبه.
من همزمان 5-10 تا صفحه اینترنت باز می کنم، تلگرامم بازه، ورود بازه، چند فایل پی دی اف سنگینم بازه و باهاش ویدئو هم پلی میکنم(همه اینا همزمان در حال اجرا هستند) و مشکلی توی اجرا نداره و مثله لپ تاپ عمل میکنه.",3,1,5,5,5,5,5,5
,,"من یکی خریدم هفته ی پیش باتریش خراب بود و مرجوع کردم.یکی دیگه برام فرستادن الان که وای فایش خرابه. ویندوزش هم اکتیو نمیشه. خلاصه شدیدا پشیمون شدم.",3,2,4,4,3,4,4,3
,,"با توجه به سخت افزار قابل قبول و سیستم عامل ویندوز، فوق العاده میتونه کارایی داشته باشه... مخصوصا برای افرادی که زمان زیادی از روز رو بیرون خونه هستن و حمل و نقل لپ تاپ براشون سخته",2,2,5,5,5,5,5,5
,,"دوستانی که مشکل باتری دارن اینو بدونید دستگاه تولید 2012 هست یعنی نزدیک به پنج سال پیش حالا انتظار چی از باتری دارید؟؟؟؟؟",6,1,3,3,3,3,3,3
"ويندوز- جنس بدنه- کيفيت صفحه نمايش- usb همه چيز خور!!!","مشکل در باطري بعضي از اين تبلت ها","به طرز عجیبی همانند دو مشتری قبلی منم که این تبلت رو خریدم حدودا دو هفته قبل با مشکل باطری مواجه بودم و تبلت باطری رو اصلا نمیشناخت که بعد از پیگیری های روزانه از دیجی کالا امروز واسم تبلت جایگزین رو فرستادن و خوشبختانه این بار باطریش سالمه و هیچ مشکلی نداره. ( هنوزم به این مورد مشکوکم که چرا این سری اکثرا این مشکل رو داشتن)
اما بغیر از مشکل بالا بنظرم نسبت به قیمتش تبلت خوبیه واسه افرادی که کارهای روتین و عادی میخوان تو محیط اشنای ویندوزی انجام بدن و صد البته از تبلت های اندرویدی خیلی کاربردی تره بنظرم. جنس بدنه هم نوعی پلاستیک نرمه واقعا حس خوبی به ادم میده موقع کار کردن باهاش. اینکه همه چیز رو هم میشه از طریقusb وصل کرد واقعا خوبه. در کل اگر به مشکل باطری برنخورید بنظرم تبلتیه که ارزش خرید رو نسبت به این قیمت داره.",1,2,4,5,5,5,3,3
"قيمت مناسب
عملکرد قابل قبول و مناسب
ظاهري شکيل و ساده",ندارد,"دستگاه مورد نظر رو حدود یه هفته پیش سفارش دادم و بعد دو روز به دستم رسید البته بگم تو شهرستان هستم و بابت سرعت دیجی کالا در تحویل سپاسگذارم.اینم اضاف کنم که مشتری دایمی دیجی هستم و تاکنون ایرادی در اجناسی که خریدم ندیدم غیر این مورد که واقعا عجیبه واسم چون شرکتی که میخواد گارانتی کنه باید تست کنه دستگاه رو و بعد به بازار روانه کنه اینکه چرا کارت گارانتی میذارن تو جعبه با اینکه خرابه دستگاه جای سوال داره و این مساله هیچ ربطی به دیجی کالا نداره قطعا. اما مواردی هست که دوست دارم عزیزان این شرکت بهش توجه کنن تا زمانیکه جنس به دست مصرف کننده میرسه نومید نشه.اول اینکه ظاهرا جعبه قبلا باز شده بود یا لا اقل برچسب گارانتی اونقده ضعیف نصب شده بود که این حالت رو تداعی میکرد.بعد بازگشایی متاسفانه تبلت روشن نمیشد که من ابتدا گفتم شاید کلا شارژ نداره که دستگاه رو به شارژر وصل کردم و بعد گذشت 12 ساعت باز تست کردم که باز هم روشن نشد(خرابی باتری) بعد نصب کابل برق دستگاه روشن و پیغام خرابی باتری رو میداد که این مشکل رو انگار دوستان هم داشتن.باخدمات پس از فروش دیجی تماس گرفتم و عزیزان بعد کنترلی طولانی بالاخره تایید کردن دستگاه مورد داره و قراره تعویض کنن.حالا بعد تست دستگاه جدید میتونم در مورد این دستکاه و ویژگیهاش بیشتر توضیح بدم.اما در کل دستگاه خوبی به نظر میاد.",2,1,4,4,3,4,3,2
"قيمت مناسب
عملکرد قابل قبول
ظاهري زيبا
پر کاربرد
حمل آسان","با توجه به رقيبان هم قيمت ايرادي ندارد","با تشکر از دیجی کالای عزیز
هفته پیش کالا رو سفارش دادم. در ابتدا متوجه مشکل عدم شارژ شدن باتری شدم و به محض تماس با دیجی کالا به سرعت پیگیری های لازم انجام و تبلت عوض شد.
در مورد این محصول باید بگم که نسبت به قیمتش بسیار عالی هست. اگه با نرم افزارای خیلی سنگین سر و کار ندارید حتما به دردتون می خوره. به خصوص واسه دانشجوها که همواره مشکل حمل لپ تاپ های سنگین رو دارن این تبلت با داشتن ویندوز و وزن پایین به خوبی نیازهای اونا رو بر طرف می کنه.",1,1,5,4,4,5,4,4
,,"سلام
تازه دستم رسیده، کیفیت ساختش خیلی عالیه و خیلی زیبا و شیک هستش، تبلتی که دیجی ازش عکس گذاشته انگار استفاده شده یا ضربه خورده بوده، پشتش حالت مات زیبایی داره و کناره هاش هم روکش لاستیکی مانند باکیفیت و نرم که خوشبختانه جفتشون با اثر انگشت هم اصلا میانه ندارن، روی تبلت هم شیشه ای که اثر انگشت روی اون می‌مونه ولی موقع روشن بودن صفحه اصلا دیده نمیشه، در کل از نظر طراحی خیلی باکلاسه.
هارد SSD 64G پرسرعتی داره، دکمه پاور رو که بزنی حدود 12 ثانیه بعد ویندوز کاملا بالا اومده و منتظر گرفتن پسورده (البته اگر برای کاربرتون پسورد گذاشته باشید)
یک سوراخ هم واسه دکمه ریست زیرش داره باید با سوزن بزنی ولی فکر نکنم زیاد نیاز بشه
تاچش خیلی عالیه، سرعت خیلی خوبی هم داره، راست کلیک هم با نگه داشتن دست میشه انجام داد
برنامه ها رو راحت اجرا می‌کنه البته نه اینکه انتظار کارکرد مثل نوت بوک رو داشته باشید ولی کاملا راضیتون می‌کنه
دوربین های خوبی داره، کیفیت صفحش و نور اونم عالیه و زاویه دید صفحش هم در حد المپیک
باتریش هم خیلی خوب نگه می‌داره با وای فای روشن تا یک روز استفاده معمولی جواب میده، اگر دائم فیلم نگاه کنید یا بازی خب کمتر
بهترین قسمت هم سیستم عامل دوست داشتنی ویندوز که همه چی روش اجرا میشه و کلی برنامه براش از سالها قبل تا الان هست
51.4 گیگایت هارد در اختیارتونه که البته قسمتیش توسط سیستم عامل اشغال شده ولی 35 گیگ کامل حافظه آزاد دارید ضمن اینکه کارت حافظه و فلش و ... هم می‌خوره، تازه احتمال زیاد هارد اکسترنال هم می‌تونید وصل کنید ولی امتحان نکردم شاید لازم باشه هارد خودش آداپتور داشته باشه ولی نمی‌دونم
برای کتاب خوندن به صورت عمودی که دیگه جون میده خیلی باحاله
فیلم دیدنش هم خیلی عالی و با کیفیته البته اگر فیلمتون کیفیت داشته باشه
صداش خیلی بلند نیست ولی کاملا کافیه که البته با هدفون بسیار عالی و بلنده صداش
پورت USB داره که می‌تونید ماوس و کیبرد و فلش و ... رو وصل کنید، هاب هم می‌تونید بزنید تا چند تا USB داشته باشید، کلا همه چی بدون محدودیت !!!
کیبرد لمسی بزرگ و عالی واقعا انگار واقعا کیبرد فیزیکی کامپیوتره با همون روش کارکرد، Enter, Tab, Capslock, Shift, Win و همه چی داره، از کیبرد اندروید خیلی بهتره
تبلت ویندوزیه برای همین سیم کارت نمی‌خوره ولی چون ویندوزیه می‌تونید مودم 3G وصل کنید و سیم کارت و مکالمه و ...، ویندوز خوبیش اینه دیگه !
با Wifi با سرعت 2.5 Mb/s فایل میریزه روش
در کل وقتی تبلت ویندوزی بگیرید (ویندوز دسکتاپ نه ویندوز فون) تازه متوجه میشید چقدر محصول خوبی هستش و محدودیتهای اندروید و دیگر سیستم عامل‌ها رو نداره و واقعا محصولی دارید که براتون کار انجام میده",10,3,0,0,0,0,0,0
,,"سلام دیجی اگه من داک این تبلتو سفارش بدم شما میتونید بیارید ؟",3,1,0,0,0,0,0,0
,,"یک سوال بسیار مهم مندر یک فوروم خواندم .حتما این دستگاه باید با شارژر دل شارژ شود .اگر به شارژ دیگر نصب شود موقع بالا امدن ویدوز یکبار ارور میدهد و از آن به بعد فط با ای سی کار می کند .چون من بیشتر از شارژ ماشین استفاد ه میکنم محل کارم برق ندارد .بسیار مهم است برایم . اگر این ایراد را نداشته باشد بلافاصله می خرمش .لطفا اطلاع دهید به من .",0,3,0,0,0,0,0,0
,,"سلام روی این تبلت spss , mathlab هم کار می کنه",1,2,0,0,0,0,0,0
,,"سلام، دیجی کالا لطفا کیف و کاور این تبلت رو بیارین، توی بازار پیدا نمیشه",3,1,0,0,0,0,0,0
