positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,,"حدود دو ماه قبل از عید از دیجی کالا خریدم ولی یک ماه است چند بار در حال کار خاموشمی شود. ریست فکتوری ستینگ انجام دادم درست شد یک ساعت کار کرد ولی دوباره همون اتفاق افتاد با فکتوری ستینگ هم دیگه درست نشد سیستم پیوسته ریست میشه، گارانتی بردم می گند به سیستم فشار نیاورید. فایل اتوکد باز نکنید! این سیستم فقط برای آفیس است.",4,0,2,4,1,3,0,1
,,"من این تبلت رو سه روزی هست که گرفتم خیلی خوبه وکار کردن باهاش راحته ،مشکلی هم بابت اتصال هارد وجود نداشت فقط باید با استفاده از کابل OTG هارد رو متصل کنید.",2,0,4,4,4,4,3,4
کاربردي,"کيفيت ساخت پايين
باگ در سيستم","حدود ده روز قبل از عید از دیجی کالا برای برادرم خریدم ولی امروز چند بار در حال کار خاموش به طوری که خود سیستم پیشنهاد فکتوری ستینگ داد انجام دادم درست شد یک ساعت کار کرد ولی دوباره همون اتفاق افتاد با فکتوری ستینگ هم دیگه درست نشد سیستم پیوسته ریست میشه حال برادرم خیلی گرفته بعد عید باید بدم گاراتی",3,0,3,3,3,3,3,3
,,"نسبت به قیمتش یه تبلت فوق العاده با کارایی بالا",4,0,5,5,5,5,5,5
"همه چيز","کيفيت ساخت بدنه","دوستان من این تبلت رو سه ماه خریدم. واقعا فوقالعادس. کاملا کاربرد یک لپ تاپ رو داره. رم و سی پی یوش خیلی بالاس.
دوستان هر مشکلی از قبیل قطع و وصل رم مموری، قطع وصل سیم کارت، قطع و وصل میکروفون و حتی نخواندن هارد دارن، فقط با یک آپ دیت ویندوز برطرف میشه.
من تو این سیستم الان یک هارد 2 ترابایت سی گیت استفاده می کنم بدون هیچ مشکلی.
دوستان در هنگام استفاده از این سیستم با ویندوز بدون آپ دیت با مشکلاتی اعم از شارژ نشدن باطری، هنگ کردن و عدم شناخت هارد مواجه خواهید شد اصلا جای نگرانی نیست و فک نکنید که دستگاه خرابه و بدید گارانتی بلکه این فقط به دلیل درایور های این سیستمه. شما با خریده این دستگاه یک چیز بی نظیر دارید و کاملا راضی کننده خواهد بود.
در مورد سوکت شارژرش، شما اوایل هنگام وارد کردن سوکت شارژر سوکت رو بچرخونید(یعنی با چرخش وارد کنید). با این کار بعده یک مدت بهتر می شه.
در کل با خرید این دستگاه یک sureface دارید که فقط بدنش پلاستیکه.
در ضمن این تبلت خوراک برنامه نویسیه.
با تشکر از دیجی کالا",8,1,5,4,5,3,1,4
"سبکي زيبايي اجراي بدون هنگ برنامه هاي آفيس","طراحي نامناسب صفحه کليد پورت USB بسيار بد تعداد پيکسل کم صفحه نمايش","بنده این تبلت رو از بازار با قیمت پایین تر از دیجی کالا تهیه کردم.
متأسفانه در همون دو روز اول متوجه شدم که وایرلس دستگاه مشکل داره و هیچ شبکه ای رو پیدا نمی کنه.پس مرجوعش کردم یه لب تاب دیگه خریدم.
برنامه ها راحت اجرا میشد و نگهداری باتری بسیار فوق العاده بود. اما پورت های usb روی صفحه کلید بسیار سفت بود و کار گذاشتن و درآوردن فلش بسیار سخت بود تا جایی که می ترسیدم فلش‌موقع درآوردن بشکنه.
برای بازشدن اسلات کارت حافظه هم حتما همیشه باید سوزنش همراهتون باشه وگرنه نمیشه بازش کرد.
صفحه نمایشش هم چون پیکسلش کمتر از لب تاب و حتی گوشی بود من رو خیلی اذیت می کرد.",1,2,4,4,3,2,3,4
ندارد,"تاچ فاجعه + باطري با يک ماه عمر","من این تبلت رو دو ماهه خریدم بیست روزی است تو گارانتی سازگاره چون باطریش خرابه . هر چه پیگیری می کنم خبری نیست . من اصلا راضی نیستم سرعت مموری جانبی اش مشکل داره
با وجود ویندوز 10 تاچ با قلم اصلا کار نمیکنه چند تا قلم و امتحان کردم فایده نداره و باید با موس کار کردبه نظر من شاخصهای اصلی تبلت که تاچ و باطری است در این دستگاه خیلی ضعیفه",4,9,0,3,2,0,0,0
"سبک
4G عالي
ويندوز 10","نداشتن نور در کيبورد
باطري متوسط","به نظر من با توجه به قیمت عالی هست، 4G فوق العاده است من با رایتل تا 75 مگابایت سرعت واقعی رو در خیابان ملاصدرا داشتم . کیفیت باطری مناسب است، اما می توانست بهتر باشد اما خوب وزن اون بسیار سبکه.",6,2,5,4,5,5,4,5
4G,"قيمت نسبت به رقبا بالاتره","دی جی کالای عزیز.این تبلت ویندوزی از هر لحاظ عالیه فقط یه مقداری از سایر فروشنده ها و مغازه ها گرونتر میدی.ما دوست داریم فقط از شما خریداری کنیم.لطفا تو پیشنهاد ویژه قرار بدید.با تشکر و خسته نباشید به دوستان خوب دی جی کالا",11,3,2,3,4,4,3,3
,,"لبتابشو 2 ساله که دارم همه برنامه های تخصصی رو راحت وبا سرعت انجام میده مثلا رندر کردن در تریدی مکس
بهترین لبتاب دنیاست",0,8,4,4,4,4,4,4
