positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,,"من نقد و برسی رو از نظرات دوستان استفاده کردم و سایت خوب شما هم کامل همه چیز رو توضیح داد..... لدفن رنگ نقره ایشو موجود کنین من میخوام سفارش بدم وعجله هم دارم. ممنون",2,1,4,4,4,4,4,4
"[""صفحه نمايش عالي"",""سرعت عالي"",""دوربين خوب"",""باتري فوق العاده"",""و...""]","[""حافظه ي کم و قيمت نسبتا بالا""]","تو این رنج قیمت میشه به tab s2 هم فکر کرد ، مهمترین تفاوت بین این دو حافظه ی کم آی پد هست و فکر کنم با حافظه ی مجازی بشه جبرانش کرد.",0,2,4,5,3,4,5,3
,,"مقدار حافظش کم نیست؟",3,1,3,3,3,3,3,3
,,"لطفا موجود کنید .خواهشا زود",4,0,5,5,5,5,5,5
,,"آقای علیرضا دلجومنش
شارژر تنها در یک صورت خراب می شود. وقتی که جنس تبدیل شارژر نامناسب باشد و در اثر رطوبت هوا دچار زنگ زدگی بشود در نتیجه ممکن است ایجاد جرقه کند. ضمنا این حالت خیلی خیلی کمیاب است. در هیچ حالت دیگری مشکلی برای شارژر از سمت تبدیل بوجود نمی آید.",4,0,0,0,0,0,0,0
,,"سلام
یک سوْال داشتم
من اگر به همان خروجی اصلی اداپتور تبدیل بزنم شارژ ر خراب میشه به مرور زمان ؟؟؟یا عیبی ندارد؟؟
حتما باید سری اصلی شو بردارم و سری إیرانی بزارم ؟
لطفا جواب بدید",0,3,0,0,0,0,0,0
,,"جمله اخر با ""تخصصی"" بودن این به ظاهر نقد! تناقض شدید داره بیشتر ابراز لطف یک طرفدار اپل هست تا نقد و نیز نشون میده نویسنده سالهاست با یک دستگاه اندرویدی پرچمدار کار نکرده و گر نه سیستم عامل ای او اس چطور میتونه نقص وحشتناکی مثل عدم پشتیبانی از ا تی جی(که هیچ دلیل واقعی نداره بجز سوق دادن مصرف کننده به خرید نسخه 128 که برای اپل سود بیشتری داره) یا نداشتن وای فای دایرکت و بلوتوث و بسیاری از قابلیتهای مهم دیگه(حتی دلیوری مسیج که گوشیهای شصت! هزار تمنی دارند) رو نداره!! شخصا هم ایپد ایر دو و هم سیکس پلاس(هر دو رو از دیجی خریدم) و هم نوت چهار و سرفیس پرو سه دارم ، بنابراین بخوبی با نقاط ضعف و قدرت اپل و اندرویدیها و مایکروسافت اشنام و همزمان که مشوق قدمهای مثبت همه اونها هستم وامدار و متعصب به هیچکدام نیستم و عاشق چیزی جز تکنولوژی هم نیستم و سهامدار هیچکدام از کمپانی ها هم نیستم! لذا نظر منصفانه این هست که فاصله دو سیستم عامل در زمینه سرعت و روانی بر خلاف دو یا سه سال پیش انقد کم و ناچیز شده(بعنوان مثال نوت چهار بعد از نه ماه حتی یکبار هم هنگ نکرده و لگی ازش دیده نشده درحالیکه اس 2 معمولا هفته ای یا ماهی یکبار هنگ میکرد و لگ هم روزانه مشاهده میشد که این نشانگر پیشرفت زیاد اندروید هست) که بهیچ وجه نمیتونه نقائص ای او اس رو جبران کنه کما این که خود اپلیها برغم ادعاهای تبلیغاتی و برخلاف دوستان کارشناس باین ضعفها واقفن و درصدد جبرانن، کما اینکه مولتی تسکینگ رو سرانجام و بعد از کلی مقاومت و توجیهات عجیب( از همون جنسی که برای نداشتن ا تی جی و وای فای دایرکت و ... م یشه) تسلیم شدن و اضافه کردن(همونطور که در مورد افزایش سایز صفحه و بکارگیری قلم و دسرسی به تنظیمات اصلی از مرکز کنترل در صفحه اصلی ر و خیلی ر موارد دیگه )کوتاه اومدن و دست از لجاجت کشیدند .... بامید این که تا دو سال دیگه شاهد ایپدی باشیم که از فلش و هارد و ارتباط با همه گجتها پشتیبانی کنه",10,3,0,0,0,0,0,0
,,"من بین خرید ipad air2 و ipad mini4 مانده ام روستان لطفا کمک کنید",3,0,5,5,5,5,5,5
,,"پردازنده این مدل A8 هست و اونی که روی آیپد ایر 2 هست A8X هست",0,0,0,0,0,0,0,0
,,"این خوبه یا ایر 2 میخوام مدل 64 4g بگیرم کدوم بهتره؟ از اندازه مشکل ندارم",3,0,4,4,4,4,4,4
