positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,,"کوتاه میگم...همه چی عالی فقط اگر از محافظ صفحه گلس استفاده کنید تاچ دستگاه ضعیف می شود، ولی در صورت استفاده از محافظ صفحه معمولی(طلقی) هیچ تاثیری در کارکرد تاچ دستگاه نخواهد داشت.",0,0,5,2,4,2,5,3
,,"نقد ندارم نقاط قوت را دوستان گفتند ممنونم",0,0,5,5,5,5,5,5
"صداي خوب
شارژدهي خوب
صفحه نمايش با کيفيت
آنتن دهي خوب شبکه و پشتيباني عالي از 4G",ندارد,"من یک سال پیش این تبلت رو از دی جی خریدم و تا الان هر کاری فکرش رو بکنید از بازی و فیلم گرفته تا وب گردی و دانلود فیلم و مطالعه کتاب با این وسیله انجام دادم. باور کنید خم به ابرو نیاورده. من که در یک کلام واقعا از خریدم راضی هستم.",2,0,5,4,5,4,4,3
"صفحه نمايش ابعاد صدا باتري",,"خیلی راضی هستم از خریدش، برای تماشای فیلم و وبگردی عالیه، باتری قدرتمند، کیفیت ساخت مواد خوب، صدای دالبی دیجیتال عالی دارد
حتما پیشنهاد میکنم برای استفاده روزمره",2,0,5,4,3,4,4,4
"همه چي","هيچ چي","عالی حتماً پیشنهاد می کنم",3,0,5,5,4,4,5,5
"صفحه نمايش . باطري .","پيدا نکردم","فوق العاده برای بازی و دیدن فیلم . بازی های با کیفیت Hd را به راحتی جواب میده . هر چی تو معرفیش نوشته راست بودش. من سه ماهه خریدم و راضیم",2,0,5,4,5,5,4,5
,,"دوست عزیز احتمالا تبلت شما ایراد داره.
اتفاقا شارژ خیلی خوب نگه میداره. من تبلتمو کامل شارژ کردم گذاشتم رو حالت پخش فیلم بعد از شش ساعت رسید به 50درصد.
مدت زمان شارژش هم همانطور که بقیه‌ی دوستان گفتند و من هم تأیید می‌کنم بین 3.5 تا 4 ساعته.
تاچش نسبتا ضعیفه. پیشنهاد می‌کنم یک بار با یه تبلت بالا رده کار کن متوجه میشی که چقدر تاچش ضعیفه.
صفحه نمایش همانطور که خودت هم گفتی حرف نداره.
تبلت من قابلیت شماره‌گیری و حتی مکالمه هم داره. برای اطمینان بیشتر برنامه‌ی Contacts رو نصب کن امتحانش کن.
در کل با قیمتی که من 4 ماه پیش خریدم عالی عالی عالی ... است. در حال حاضر یه مقدار قیمتش رفته بالا.
یا علی",3,0,5,5,4,4,3,3
,,"دوستان،من این تبلتو تقریبا یکساله که گرفتم،عالیه و مشکلی نداره،
دوست عزیز باتری این تبلت سه ساعت و نیم شارژش طول میکشه و با وایفای روشن و نورکم بین هشت تا دوازده ساعت بسته به استفاده تون جواب میده،شاید تبلتتون مشکلی داره به گارانتیش مراجعه کنید",4,1,5,4,4,4,4,4
"CPU و gpu قدرتمند+رم کافي
صفحه نمايش خارق العاده(full hd)-وزن سبک بدنه-زيبا-دوست داشتني
صداي اسپيکر فوق العاده قدرتمند
قيمت خوب و ارزان در برابر قابليت هاي خوب اين تبلت
پشتيباني از شبکه 4G (نتونستم فعلا راه اندازيش کنم توضيح ميدم که چرا)","باتري ضعيف(توضيح خواهم داد)
نبود محافظ صفحه و پشتيباني نکردن دقيق تاچ صفحه بعد از استفاده از محافظ صفحه
ماندن اثر انگشت بر روي صفحه نمايش و بدنه
نبود فلش دوربين--البته کيفيت دوربينش عاليه واقعا
نبود قابليت مکالمه و DIALER-نبود صفحه شماره گيري تلفن","سلام دوستان بنده یک هفته ای میشه این تبلت رو از سایت خوب دیجی کالا خریدم و طبق معمول دیجی کالا با سرعت خیلی زیادی این تبلت رو برای من ارسال کرد که کمال تشکر رو دارم از دیجی کالا به خاطر این سرعت عمل..تجربه یک هفته ای من از این تبلت رو دقیقا عین واقعیت توضیح میدم و مینویسم تا تونسته باشم راهنمایی کوچکی برای دوستانی که میخواهند این تبلت را بخرند ...خب ببینید دوستان اول باید ببینید تبلت رو برای چه کاری میخواهید؟--مثلا خود من بیشتر برای شبکه 4g و طبق تعریف و نظرات دیگر کاربران باتری قوی و خوبش گرفتم که متاسفانه اینطور نبود یعنی شارژ باتری خیلی سریع خالی میکنه!! چطور بعضی دوستان گفتند باتری این تبلت 13 ساعت و یا مثال یک روز تا سه روز طول میکشه باتری خالی بشه؟! (بله در حالتی یک روز تا سه روز شارژ باتری نگه میداره که خیلی کم از این تبلت استفاده کرد)! اگه وای فای روشن باشه و در حالت وبگردی باشید و نور صفحه نمایش هم تا نصف باشه باتری دو الی سه ساعته خالی میشه ولی خوبی باتریش اینه که اگه به شارژر وصل کنید سریع شارژ باتری پر میشه مثل این که از قابلیت FAST CHARGE استفاده میکنه این تبلت چهل دقیقه ای باتری پر میشه..میخواستم بگم در کل که باتری این تبلت شارژ باتری زود خالی میکنه یا فقط تبلت بنده این طوریه؟!.از تمام کاربران خواهش میکنم همیشه نظرات واقعی ارایه دهند در برابر نظراتی که اینجا مینویسیم مسعول هستیم..»»» مشکل بعدی این تبلت پشتیبانی نکردن دقیق تاچ بعد از استفاده کردن از صفحه نمایش برای این تبلت است.((دقت کنید صفحه نمایش این تبلت واقعا عالیه شک نکنید هیچ ایرادی نداره و تاچ و لمسش عالیه و سریع،، ولی متاسفانه اگه صفحه محافظ بندازید روی صفحه نمایش تاچش خیلی دیر عمل میکنه،نمیدونم چرا متاسفانه بعد از استفاده از محافظ صفحه نمایش در این تبلت سرعت تاچ دیر عمل میکنه که خودم دیگه محافظ صفحه نمایش ننداختم و کمی ناراحت شدم از این مشکل متاسفانه، که شاید راه حلی باشه مثلا محافظ صفحه نمایش مخصوص خودش رو بخواد این تبلت..).. خوبی دیگر این تبلت شبکه پر سرعت 4G هستش که بنده هنوز نتونستم راه اندازی کنم به دلیل نبود امکان شماره گیری کد دستوری تلفن که مطمعنم راه حلی باید داشته باشه،،،همنوطور که گفتم مشکل این تبلت نبود قابلیت صفحه شماره گیری کد دستوری تلفن هستش یعنی DIALER نداره که شماره و کد دستوری بزنید باید چکار کرد؟؟؟؟ لطفا کسی دونست بگه ممنون***** حالا از خوبی های این تبلت بیشتر بگم که واقعا بسیار زیباست---خیلی خوش دست و سبک وزن هستش---صفحه نمایش واقعا خیره کننده FULL HD با روشنایی بالا و سرعت تاچ روان و دقیق و سریع---پردازنده و گرافیک خیلی قوی سنگین ترین بازیها رو به راحتی اجرا کرد---صدای اسپیکرهای فوق العاده قوی و قدرتمند---در مورد باتری»»»» میزان ماندگاری شارژ این تبلت به خودتون بستگی داره،،در کنار معایب باتریش که عرض کردم خوبی باتری این تبلت اینه که خیلی سریع شارژ میشه 40 دقیقه ای باتری فول میشه و اگه کارهای سنگین باهاش کنید دو و نیم الی سه ساعته باتری خالی میشه،که اگر کارای سنگین نکنید و وای فای خاموش باشه و نور صفحه نمایش هم کم باشه باتری پنج الی شش ساعته و بیشتر دوام میاره،اگه خیلی کم از این تبلت استفاده کنید باتریش ده ساعت هم دوام میاره،، در مورد باتری این تبلت بگم که متاسفانه منو زیاد راضی نکرد چون میزان ظرفیت باتری و روشن ماندن بیشتر دستگاه برای من خیلی مهمه.. در کل از خریدم راضی هستم و این تبلت قابلیت های زیادی داره در کنار معایبش..بنده دقیقا مزایا و معایب این تبلت رو پس از استفاده یک هفته ای از این تبلت نوشتم که دوستانی که میخوان این تبلت رو بخرند در جریان باشند..ممنون از دیجی کالا.",5,6,3,4,3,4,4,4
"صفحه نمايش
صدا
باتري","لمس (""تاچ"") متوسط","سلام، بنده این تبلت را هفته ی پیش از دیجی کالا خریداری کردم. در خصوص نقاط قوت و ضعف این تبلت غالب دوستان به درستی سخن رانده اند و برای دوری از اطاله کلام فقط به مهم ترین آن ها اشاره خواهم کرد. بارزترین ویژگی این تبلت صفحه نمایش با کیفیت و مهم ترین نقطه ضعف لمس متوسط آن است. جهت ابهام زدایی باید عرض کنم که نقطه ضعف این تبلت همواره مشهود نیست و فقط تحت شراطی خود را نمایان می کند و برای بنده گاها، تکرار می کنم گاها در زمان هایی اتفاق می افتد که از تبلت به صورت استند استفاده می کنم که در این حالت لمس در برخی از نقاط به درستی عمل نکرده و باید تبلت را در دست بگیرم تا مشکل حل گردد. بنابراین اگر به لمس دستگاه خود خیلی حساس هستید در خرید این تبلت بیشتر تامل کنید وگرنه برای مطالعه و وب گردی حتما خرید این تبلت را پیشنهاد می کنم. اما در خصوص باتری این تبلت باید عرض کنم که در نور پس زمینه حداقل و وای فای روشن ده تا یازده ساعت شما را همراهی خواهد کرد اگر غیر این بود در قسمت تنظیمات--» باتری، دقت کنید که اگر جی پی اس شما خاموش باشد نباید اطلاعاتی در خصوص مصرف آن درج شود. در غیر این صورت باید در قسمت تنظمات--» برنامه ها--» running services --» تب all، برنامه هایی مثل street view و ygps را غیر فعال کنید. این مشکل برای بنده وجود داشت که با غیر فعال کردن این برنامه ها برطرف شد.",5,0,5,3,4,3,4,2
