positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,"کند
زيبا نبودن
دوربين بي کيفيت و نداشتن دوربين جلو
کيفيت بد صفحه نمايش
نداشت قابليت 4g","تبلت خوبی نیست ..اصلا خوب نیست هرچی می خرید اما این رو نخرید.کیفیت صفحه نمایشش پایینه ..خوش دست نیست.بازی های سنگین رو که اصلا نمی کشه ولی بازی های سبک رو هم خوب اجرا نمی کنه..بعد از چند وقت از استفاده اش خیلی هنگ می کنه تا جایی که دوست دارید تبلت رو خرد کنید",0,0,0,0,1,1,2,0
"صفحه نمايش","سرعت بسيار کند و گرافيک پايين
حافظه خيلي کم
قيمت گران
اندرويد قديمي","خالم این تبلت رو برا مادرم هدیه خرید و اولین بار در حضور ما روشنش کرد پنج دقیقه طول کشید تا روشن بشه بعد این قدر کند و تاچش ضعیف بود که خودش کلی خجالت زده شد. واقعا بسیار ضعیف هست ولی فقط کیفیت صفحه نمایشش خوب و شفاف بود و دیگر هیچ....",0,0,3,3,3,3,3,3
,,"چرا الان یک.نفر باید این تبلت رو بخره؟چون مارکش سامسونگه؟
توی همین رده قیمتی لنوو تب 3 توی همین دیجی کالا هست و 4g هم ساپورت میکنه با پردازنده چهار هسته ای و اندروید 6",2,0,0,0,0,0,0,0
,,"من این تبلت داشتم اما حافظه کمی داشت و هی هنگ میکرد من این تبلت را برای شما توصیه نمیکنم",0,0,4,3,1,3,1,3
,,"سلام.من این تبلتو 5 ماه داشتم.ینی کار کردن با ای تبلت جیگر خونی خالی هست ی ماه اول خوب کار میکنه بعدش شروع میکنه داغ شدن خاموش شدن یهویی خراب شدن باتری هنگ خلاصه داغون میشه.بجان خودم به بهترین نحو ممکن ازش استفاده کردم اما نشد.اصلا ارزش خرید نداره.هرکی اینو بخره انگار پولشو انداخته تو جوب.این نظرو دادم که ی موقع اشتباه نکنید و اینو بخرید فقط خواستم تجربو در اختیارتون بزارم تا شما هم مثل من دچار مشکل نشید.",0,0,0,2,1,2,0,1
برند,"نداشتن دوربين دوم باتري ضعيف اندرويد پايين صفحه نمايش ضعيف نسخه لايت رفرش","نسبت به قیمت ارزش خرید بالایی نداره",0,0,3,3,3,3,3,3
,,"اصلا راضی کننده نیست.",2,0,1,2,2,2,2,3
,,"سلام .
دوستان عزیز لطفا واسه نظراتی که ارایه میدید، دلیل بیارید. دوست عزیزی که گفتن "" بدترین تبلت جهان"" . دلایلتون چیه؟ این نظرات فقط باعث دلزدگی و ایجاد شک و شبهه میشود. خواهشا منصفانه قضاوت کنید.",1,2,3,3,3,3,3,3
,,"به نظر من فوق العادست نسبت به قیمتش",3,32,5,5,3,3,5,3
,,"بدترین تبلت جهان.",56,4,3,3,3,3,3,3
ندارد,"همه چيز به خصوص اندرويد 4.2","من همین الان میگم هرکی این تبلت رو بخره صددرصد پشیمون میشه غیر ممکنه پشیمون نشه",37,4,0,0,0,0,0,3
"هنگ نکردن","تو 4 سال يه اپديت اندرويد براش نيومد","من 4 ساله دارم تبلت خوبیه ولی حرفه ای نیست برای بازی بیشتر خوبه نه برای یک تلفن همراه",6,21,5,2,2,4,2,2
