positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
"پردازنده کم مصرف ولي قدرتمند در نوع خودش
باطري مناسب
کيفيت صفحه نمايش مناسب
صفحه کليد نه خوب نه بد.
اندازه مناسب و ويندوز اورجينال","کيفيت صفحه نمايش ميتوانست بهتر باشد
صفحه کليد ميتوانست بهتر باشد.","من چند روزی هست خریدم و تو اجرای نرم افزارا مشکل نداشت.
باطریش مناسبه و اگه کار معمولی از سیستم بکشی حدو-د 10 ساعت کار میکنه و اگه کار سنگین بکشی حدود 6 یا 5 ساعت کار میکنه.
نرم افزارایی که من نصب کردم :
کورل ویدئو استودیو نسخه 2017
اتوکد 2017
آفیس 2016
آلتیوم دیزاینر 2016 مخصوص چاپ مدار چاپی
پروتئوس نسخه 8
micro c for pic نرم افزار برنامه نویسی
پرینتر کنون
میکروسکوپ دیجیتال به سخت افزار متصل میشه با usb
نرم افزار hantek و سخت افزار اسیلوسکوپ دیجیتال که مستقیم به پورت usb وصل میشه.
نرم افزار مربوط به gps گارمین.
نرم افزار مدیریت پارتیشن و ریکاوری
نرم افزار tune up که وظیفه بهینه سازی ویندوز رو داره.
و یه سری نرم افزار های دیگه.
به این تبلت یه هاب usb بدون پاور جدا وصل کردم و سخت افزارایه منو همه رو به صورت هم زمان (4 تا سخت افزار هم زمان به هاب وصل شده بودن و هاب با رابط usb to micro usb به تبلت وصل شده بودن) ساپورت کرد.
فقط در مورد هارد اکسترنال یا dvd اکسترنال حتما باید از hub usb دارای پاور جدا استفاده کنید، چون جریان خروجی usb این تبلت پایینه و نمیتونه موتور dvd یا هارد اکسترنالو بچرخونه ، ولی حافظه هایssd یا فلش رو مستقیم میتونید به خود تبلت وصل کنید.
خود کیبرد دارای 2 تا usb هست که میتونید از خود اونام مستقیم استفاده کنید.
در کل یه سیستم که تقریبان هر کاری میتونید باهاش انجام بدین ولی با سرعت پایین در اختیار دارین.
به این تبلت میتونید micro sd کارت هم وصل کنید که من یه 128 گیگ بهش وصل کردم و نرم افزارای سنگین رو رویه اون قرار دادم تا حافظه خود تبلت پر نشه.
ویندوزتونو حتما به روز کنید و حتما یه ویروس کش خوب روش نصب کنید.
اگه میخوایین سرعتتون بالا باشه سعی کنید از حافظه داخلی حدود 20 درصدش همیشه خالی باشه .
اگه میخوایین نرم افزارا سریع باشن ،هم زمان از چند تا پردازش استفاده نکنید مثلا از اتوکد استفاده میکنی و داری از کورل رندر ویدئو میگیری که این باعث میشه cpu با حداکثر فرکانس کار کنه ولی چون قدرتش کمه سیستم میخوابه.
در کل پیشنهاد میکنم یه فلش حجم بالا هم تهیه کنید مثلا 128 (البته اگه زورتون میرسه) و از اون فلش به عنوان حافظه سیار تبلت استفاده کنید چون سرعتmicrosd card پایینه.
اینم یادتون باشه که میتونید با تهیه یه هاب usb پاور دار هارد اکسترنال با هر ظرفیتی رو به این تبلت وصل کنید.
در کل از چیزی که موقع خرید انتظار داشتم قویتره.
انشاءالله اگه خریدین چرخش براتون خوب بچرخه.",2,0,5,4,4,4,4,4
,,"شرکت glx یه تبلت زده به اسم W10 دقیقا با همین مشخصات اما نصف قیمت کم یدونه گرفتم و کاملا هم راضیم.",0,4,3,3,3,3,3,3
"باطري با شارژدهي بالا
ويندوز 10 اورجينال
وجود کيبورد در جعبه دستگاه
سرعت مناسب دستگاه","دير شارژ بودن باطري
کيفيت پايين بدنه
نداشتن درگاه USB 3
صداي ضعيف اسپيکرها","سلام
من این دستگاه رو 3 ماهی میشه که دارم استفاده می کنم. از نظر سرعت و انجام کارهای روزمره به نظر من عالیه. باطری خیلی خوبی داره و راحت حدود 10 الی 12 ساعت میشه با دستگاه کار کرد فقط یه مقدار دیر شارژه بطوریکه بیش از 4 ساعت طول میکشه تا شارژ بشه. touch صفحه نمایش خیلی خوبه و مقدار نور صفحه هم بد نیست فقط چیزی که آزار دهنده است بازتاب نور از صفحه نمایشه.همچنین رزولوشن اون هم پایینه. کیفیت ساخت بدنه خیلی پایینه بطوریکه به راحتی خط میفته و حتی یه گوشه از قاب دستگاه من به تازگی بدون هیچ ضربه ای خورد شده. سوکتهای شارژر و USB هم خیلی سفت هستند بطوریکه بعضی وقتا از کندن چیزی که بهشون متصلن ناامید میشی یا فکر میکنی الان یه کدومشون میشکنه. کیبورد به همراه دستگاه می باشد که خیلی خوبه ولی متاسفانه نور پس زمینه نداره که تو شب نمیشه باهاش کار کرد و همچنین نوشته های روش عربیه که ای کاش اصلا نداشت. حافظه داخلی دستگاه 64 هست که به نظر من خیلی کمه و میشه براش بسته به نیاز کارت حافظه 64 یا 128 اضافه کرد که پیشنهاد می کنم اگر قصد این کار رو دارید از کارت حافظه های با کلاس سرعتی U3 استفاده کنید.
در کل نسبت به قیمتش خوبه و برای کارهای دانشجویی کاملا مناسبه.",0,0,4,4,5,5,2,4
"ويندوز اورجينال طراحي زيبا سخت افزار مناسب قيمت مناسب","لقي دکمه POWER","سلام
من تقریبا دو سالی میشه که انواع اقسام تبلت های ویندوزی و بررسی و دنبال میکنم این تبلت با این سخت افزار و قیمت عالیه تقریبا بهتریت تبلت ویندوزی بازار با این قیمت هستش
قبل از این تبلت من تبلت ویندوزی ایسوس داشتم میتونم بگم از نظر کیفیت ساخت این تبلت عالی نیست ولی بد هم نیست نسبت به قیمتش کیفیت ساخت خوبی داره من بخاطر کارهای طراحی نیاز به اجراشدن نرم افزارهای مهندسی مثل سالید ورک داشتم که این تبلت به خوبی از پسش بر اومد و هیچ مشکلی تا الان نداشته
فقط چند بار بابت روسن و خاموش شدن به مسکل خوردم که فکر میکنم بابت اپدیت های اخیر ماکروسافت باشه و تو اپدیت های بعدی حل بشه
و طی این دوماهی که خریدم از صفحه نمایش و تراکم پیکسلی و تاچش و بسیار راضی هستم اونقدری هم که بقیه تو نظرات گلایه کردن بد نبوده و من با پورت USB اش هم مشکلی نداشتم تازه خلاقیتشون توی طراحی هم خیلی لذت بردم که باعث شده تبلت باریک تر و ظریف تر و زیبا تر باشه
در رابطه با مشکل خواندن هارد هم من یک DVD ROM اکسترنال داشتم که وقتی به پورت روی کیبرد وصل کردم کار نکرد و بوسیله ی یک کابل تبدیل OTG دی وی دی رام و مستقیما به خود تبلت وصل کردم و به خوبی برقش تغذیه شد و کار میکنه مصرف باتریش هم بسیار عالیه
درکل نشبت به قیمتش فوق العادس",2,3,5,5,4,4,2,3
,,"من این محصول رو تازه از دیجی کالا تحویل گرفتم
دوستانی که قبلا این تبلت رو داشتن اگه میشه بگن برای اینکه باتری بهترین کارایی رو داشته باشه کی و چه مدت باید اون رو به شارژ زد",1,1,3,3,3,5,3,3
"سرعت عالي","لق زدن در تبلت","سرعتش واقعا عالیه در برابر قیمت.
ایرادش اینه که هاردو نمیخونه و وقتی میزاریش رو داک تبلت لق میزنه.",0,2,3,3,3,3,3,3
"قيمت مناسب
باطري با شارژدهي بالا","طولاني بودن زمان شارژ شدن باتري
کم و زياد شدن نور صفحه","تا الان دو تا از این سری تبلت رو خریدم؛ یکی سیمکارت خور یکی هم بدون سیم
اگه بخوام نتایجی رو که هنگام استفاده باهاشون تجربه کردم بگم اینجوریاس که
مزایا :
- قیمتش مخصوصا نسخه بدون سیم خیلی عالیه
- باتری فوق العاده ای دارن و تقریبا 12 ساعت، شیرین جواب میدن
- کار کردن با ویندوز در حالت تبلت لذت بخشه و قطعا با اندروید و آی او اس قابل مقایسه نیست
- سخت افزار قابل قبولی داره و به نظرم حجم پایین صداش هم خیلی آزار دهنده نیست
و اما معایب :
- اولین چیزی گه به ذهنم میرسه نور صفحه نمایشه، اونم به خاطر تغییر لحظه به لحظه اش که در حالت باطری خودش رو نشون میده و من این رو تو هر دو تبلت دیدم. از بقیه دوستان میخوام راجع به این مورد اگه نظری دارن بگن ما هم استفاده کنیم
- زمان شارژ شدن تبلت هستش که حدود 4 ساعت طول میکشه تا مثلا از 10% به 100% برسه که خب اکه سریعتر بود بهتر بود
- کیفیت ساخت و بدنه جوری هستش که خط و خش فک کنم راحت بیفته روش . پیشنهادم اینه تو اولین فرصت یه کیف براش بگیرین. من کیف 10 اینچ alexa رو از خود دیجی گرفتم و براش کاملا مناسبه، قیمتش هم خوبه!
و آخر ازهمه هم مشکل نخوندن هارد اکسترناله (من 2 ترابایت WD رو تست کردم نشد) که به نظر من هم به خاطر میزان برق در جریان داخل دستگاهه، اصلا شاید کم و زیاد شدن نور هم یه جورهایی از این موضوع ناشی میشه! البته برای من خوندن هارد اکسترنال هم خیلی اونقدر مهم نبود؛
این هم تا یادم نرفته بگم که مشکل خاموش نشدن دستگاه و روشن شدنش هم که برخی از دوستان بهش برخورد کردن با برداشتن تیک fast startup در تنظیمات power قابل رفعه!
امیدوارم توضیحاتی که دادم براتون مفید باشه و در کل اگه قصد خرید دارین، من بهتون این مدل رو توصیه میکنم؛ لایک فراموش نشه",23,0,5,3,5,4,3,3
"سيستم عامل ويندوز10
قيمت مناسب
وزن مناسب بدون کيبورد","عدم شارژ با پاوربانک
هنگ کردن(بلو اسکرين)
خش پذيري بالاي پشت تبلت
نبود لوازم جانبي
داغ شدن در استفاده همزمان چند برنامه","تبلت خوب و مقرون به صرفه ای هست
من واسه اینکه دانشجو کامپیوترم و باید مدام همراهم سیستمی ویندوزی باشه فقط خریدمش
یکم اذیت میکنه ولی فکر کنم با یکبار ویندوز زدن درست بشه هنوز وقت نکردم ویندوزش بزنم
بلو اسکرین میده هر از گاهی ، خاموش هم یهو میشه جدیدا که احتمالاببرمش گارانتیش
یک مورد که بسیارررررر اهمیت داره و الآن متوجه شدم ، با هیچ پاوربانکی شارژ نمیشه چون خروجی پاوربانک ها تا 2.5 آمپر هست ولی این تبلت 4آمپر میخواد
دوربین پشت قابل قبول وخوبی داره
اگه باهاش هم آهنگ گوش بدین ، هم بازی کنین هم به وای فای وصل باشین بعد نیم ساعت داغ میکنه
برای کار های روزمره خوبه مخصوصا اگر باید خیلی همراهتون باشه ، جای لپ تاپ نمیگیره",7,1,4,3,4,2,2,3
,,"من 4 روز هست که این کالا رو گرفتم..البته اگه از دیجی میگرفتم خیلی به صرفه تر بود...
کیبورد خوش دست و مناسبی داره ولی بیشتر مناسب دست های ظریف هست...
مشکل کم بودن 65 گیگ حافظه خیلی راحت حل میشه کافیه یه مموری 128 گیگ بگیرید و mount کنید روی یکی از پوشه های درایور C اینکار به سادگی انجام میشه...تو قسمت change drive and letter path
من روش ویژوال استودیو 2013 و SQL 2012 نصب کردم و خیلی راحت کشید...و حتی با vmware روش لینوکس ubuntu هم نصب کردم ولی خب یکمی سرعتش پایین اومد ولی با تنظیمات خوب و یا حتی 2 سیستم عامل کردن میشه...به نظر من کارایی فوق العاده ای داره..ولی خب شارژش اونقدری هم که میگن زیاد نگه نمیداره ولی 6 ساعت رو شاخشه ولی خب من شاید خیلی پردازش های سنگین انجام دادم این چند روز..بسیار تبلت خوبی هست..دقت کنید که شما تبلت خریدید نه لپتاپ!! درسته که پا به پای یک لپتاپ با من راه اومد..ولی همیشه باهاش مثل یک تبلت رفتار میکنم این رو همیشه رعایت کنید. مشکل نخوندن هارد و اینا همه کشکه..این مشکلی نداره..اکه اینکاره باشید به راحتی با یه سرچ 1 دقیقه ای مشکلتون هرجی باشه حلش میکنید...خلاصه..به نظر من بخرید..من واقعا راضی ام... مرسی دیجی",5,1,3,3,3,3,3,3
"کامل بودن
سرعت بالا
طراحي و ظاهر
شارژ باتري فوق العاده","تقريبا ندارد","با سلام دوستان تقریبا 2 هفته س دارمش تا دلتون بخواد راضیم ازش همه چیزش راضی کننده هست
اتوکد و ایتبز هم روش نصب کردم جواب میده
قابل توجه دوستان عمرانی که از نرم افزار های فوق استفاده میکنند
شیک،دوست داشتتنی و جمع و جوره
باتشکر از کیفیت بسته بندی و سرعت در تحویل دیجی کالا",3,0,4,4,4,5,4,4
