positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"به قیمتش میارزه. راضیم ازش",12,8,5,5,5,5,5,5
"سخت افزار قوي طراحي بسيار زيبا",نداره,"5 روز پیش این لپ تاپ رو خریدم البته از دیجی نخریدم ولی ممنون که امکان خرید مقایسه ای رو فراهم کرده
لپ تاپ بسیار خوبیه طراحیش معرکه هست سخت افزار مناسب بازی .بسیار رون و بی صداست ویندوز 10 پیشنهاد میشه روش نصب کنید.بازی رزیدنت اویل 7رو که نیاز به سخت افزار بسیار قوی داه رو نصب کردم اصلا باورم نمیشد بدون لگ اجرا کنه در کل شدیدا توصیه میکنم بگیرید",11,2,5,4,4,4,4,5
"صفحه نمايش ips و مات با کيفيت بالا دي وي دي اکسترنال کيبورد با نو پس زمينه قدرت رم و گرافيک و سي پي يو بالا","فقط باتري","واقعا لپتاپ فوق العاده ایه
من یه ماهه خریدمش ، جز باتریش که یکم ضعیفه (البته بیشتر برای بازی کردن ضعیفه ) بقیه چیزاش خیلی عالیه
میشه گفت یه لپتاپ گیمینگه واسه خودش
هر بازی ای روش نصب کردم به راحتی با گرافیک بالا اجرا کرد .
به نظرم تو این رنج قیمت اگه به همه جوانبش دقت کنیم نظیر نداره",7,2,5,4,5,4,5,5
,,"سلام من خودم میخوام یه لپ تاپ با سخت افزار اینطوری بگیرم این لپ تاپ عالی از هر نظر ولی من توی لپ تاپ های ایسر یه مدل پیدا کردم هم قیمت همین ولی اون با این تنها فرقش این بود که صفحه نمایشش مات نبود ولی این هست
ولی نقاط قوت اون بیشتر بود مثلا باتری 6 سلولی و هارد دو ترابایت
من خودم میخوام ایسر بردارم چون به نظرم اون به صرفه تره به خواطر هارد دو ترابایت و باتری 6 سلولی نسبت به این
اسم اون مدل هم acer aspire v5-591g-76pa",8,6,3,5,5,5,5,5
,,"من یک برنامه به نام energy managerرو ریختم قبلا با بازی کردن و کارای سنگین 2/5 شارژ نگاه میداشت ولی با این برنامه شده 4/5 این برنامه فقط برای لب تا لنوو هست و باعث میشه دیگر باتری شما داغ نشه بلا فاصله بعد شارژ کامل لب تاب سیستم شارژ به صورت خودکار خاموش می شود وباعث میشود باتری لب تاب داغ نکند ... اگر موافق بودید یه کامنت بزارید ممنون...",20,4,5,5,5,5,0,5
"سخت افزار قدرت مند طراحي عالي",ندارد,"سلام من این لبتابو چند روزه که خریدم عالی هستش مخصوصا قدرت سخت افزاریش باید بگم که یکی از بهترین لبتاب های موجود در بازاره
خوب باید بگم این لبتاب در طراحی وساختش هیچ مشکلی نداره و کاملا زیباست اسراحت گاه دستش خیلی عالیه و باید بگم که از المنیوم هست صفحه نمایش این لبتاب مانند y700 نیمه مات هست و وضوح تصویر خیلی بالاست قدرت سخت افزار این لبتاب که واقعا عالی من روی این لبتاب برنامه های اتو کد و فتوشاپ ریختم و بازیا فراموش نشه بازی هایی از جمله gta v و بازی هایی مثل fifa ,need for speed که واقا از کیفیت بالایی بر خوردار است و کیبورد و تاچپدشم که حرف ندار در تاریکی خیلی عالییه و بلندگو هاش کاملا بی نقص هست و صدایی بلند و واضح و از همه مهم تر این که بلند گو ها ساخت شرکت jbl هستش به نظر بنده یکی از بهترین لبتاب های بازار ایران هستش پیشنهاد میکنم حتما این لبتابو بخرید بسیاز زیبا سبک قدرت مند و عالیی من هر چقدر از این لبتاب بگم بازم کم گفتم .",9,2,5,5,5,5,5,5
"سخت افزار قدرتمند
اسپيکر هاي عالي
صفحه نمايش با کيفيت
تاچ پد و کيبرد خوب
کيفيت ساخت خوب و ظاهر زيبا","نداشتن حافظه ssd","در یک جمله میتونم بگم نسبت به قیمت عالی و پر قدرت و زیبا..",5,3,5,5,5,5,5,5
"رم و گرافيک و زاويه ديد بالا","باتري و بدنه","همه چیز این لپتاپ عالیه ولی باتریش ضعیفه..اما تنها چیزی که منو آزار میده اینه که زمانی که در اتاق تاریک لپتاپ را روشن میکنیم، تصویر زمینه مشکی روی بک گراند این لپتاپ میذاریم اطراف تصویر زمینه یه نور مایل به سفید اطراف و حاشیه این لپتاپ مشاهده میشه. من حتی یکبار این سیستم رو پس فرستادم که یکی دیگه واسم بفرسته با این حال باز این لپ تاپ جدید هم همون مشکل رو داره. شاید طبیعی باشه و من خیلی حساس و تو همه این سری از لپتاپ ها این مشکل باشه...دوستانی که این لپ تاپ رو دارن لطفا امتحان کنن ببین ایا تصویر با بک مشکی و در تاریکی مطلق هاله نور سفید داره در اطرف نمایشگر یا نه",4,11,5,4,5,5,5,3
"سيستم خيلي قوي","باتري بسيار ضعيف","لب تاب خیلی خوبیه ولی باتریش یکم اذیت میکنه اینجا 4 ساعت نوشته حدود 2.5 ساعت نگه میداره سیستم گیمینگ رو داره من خودم gta v رو بدون نقص بازی میکنم در کل راضیم پیشنهاد میکنم بخرین",5,4,4,3,4,5,5,4
,,"رشته من مهندسی شهرسازی و باید نرم افزارهای سنگین زیادی رو کار کنم که این لپتاپ مشکل منو برطرف کرد",4,5,4,5,3,3,3,3
