positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"تو یه جمله خلاصه میشه:
در هر موردی که تصورشو بکنین عالیه",1,1,5,5,5,5,5,5
"تاچ پدش که واقعا محشره همه کار ميشه باهاش کرد و هيچ وقت خستتون نميکنه صداي استريو عالي کيفيت صفحه نمايش حرف نداره بهتراز اين نميشه از نظر سرعت تکه اينکه ميگن سخته کار کردن اينطور نيست کافيه يکم زبانت قوي باشه اين مدلش بهترينه چون پورتاي جانبي عالي داره","فقط پورت ديس پلي نداره که با تبديل تاندربولت به ديس پلي حله مشکل که تو ديحي کالا هم ميتونيد تهيه کنيد","من به شخصه کسی هستم که میخوام پولی جایی هزینه کنم به اندازه ای تحقیق میکنم که از مقدار پولم بهترین استفاده رو ببرم بعد از چندین ماه تحقیق به این نتیجه رسیدم که اپل بهترینه ب ای من که دانشجو هستم چون درگیر ویروس نمیشی و سبک هست و دیزاین عالی داره بدای ما ایرانیا دیزان مطرحه یا امریکا همشون با سیستم مک کار میکنن و اگر میخوان لبتابی که برای چند سال داسته باشین و حتی اخ نگه و هر روز که میبینیدش ازش زده نمیشین به خاطر طراحی زیباش این یک حقیقته وقتی تو دستت میگیری میفهمی چقدر مهندسی شده هست به غیر از اینا نکته ای که باید بگم من چهار ماه پیش خریدم از دیجی کالا و بهم گفتن که امریکا هست وقتی که به دستم رسید دیدم مدل انگلیسی اون هست پارت نامبر انگلیس و امربکا بهترین پارت نامبرا هست چون برای تعویض قطعات راحت تر هستین توی ایران و مدل 2017بود و روی ان به سری نثب بود که واقعا شکه شدم و عالی بود...
نکته ی دیگه بگم به راحتی میشه برنامه هاتون ابدیت کنید کافیه ابتدا که مک رو روشن میکنید ساخت اپل ایدی انجام بدین و دیگه مسکل ندارین کافیه فقط تلفن و ادرس امریکا رو بدین همین...
قبل از اینکه بخرم همه میگفتن نرم افزاراش نیست ولی بگم تمام نرم افزاراس هست و کار کردن باهاش به اسونی ممکن هست اتفاقا لذت میبری با مک کار کنی و هیج وقت خسته نمیشی...
نکته بد بگم میتوتید به راحتی روش ویندوز نصب کنید ولی اینو بگم خود مک عشقه ویندوز نصب کردن توصیه نمیکنم بعدشم اونایی که میخوان بازی کنن سراغ مک کلا نیان من خودم به شخصه اهل بازی نبستم و مک بهترین بود برام
امیدواری تونسته باشم کمکی کرده باشم به همگی...
موفق باشید در تمامی عرصه ها",6,0,4,4,5,5,4,5
,,"من هم چند وقت پیش بین این لپتاپ و یه لپتاپ گیمینگ شاخ ایسوس دو دل بودم .
منطقا پولی که واسه این لپتاپ میدین واسه سیستم عامل مک هست و سرعت این سیستم که زبانزد همه هست بخاطر همینه به علاوه ی اس اس دیش..
وگرنه همه میدونن که سخت افزار شاخی نداره.
من خودم رفتم یه اس اس دی شاخ سامسونگ خریدم با اون لپتاپ گیمینگ (که سی پی یو نسل 6 داره با 16 گیگ دی دی آر 4 و 6 مگ کش)، اس اس دی رو روی لپتاپ نصب کردم(2تا اس اس دی روشه) و بعدش لینوکس ریختم
حالا اگه برنامه نویسی یا کار خیلی خیلی حرفه ای میکنی قدرت و سرعتو میفهمی...",3,10,2,5,4,4,3,5
,,"من یکسالی هست که دارمش واقعا عالیه
از هر نظر واقعا لپ تاب عالی هستش
اصلا از کار کردن باهاش خسته نمیشید
همش دوست دارید که روشن باشه و باهاش کار کنید هرچی بیشتر مشتاقتر میشید",7,2,5,5,5,5,3,3
,,"اپل بیشتر برای کارهای عادی خوبه و خیلی مناسب کسایی که کار حرفه ای ( گرافیکی و 3dmaxو ... ) انجام میدن نیست. بیشتر برای کارهای روز مره مثل دیدن فیلم و وبگردی میخوره و با در نظر گرفتن اینکه بیشتر برنامه ها برای ویندوز تولید میشه لپ تاپ های ویندوزی را پیشنهاد میکنم ولی دوستانی که کار خاصی نمیخوان انجام بدن اپل لپتاپ هایی با عمر زیاد تولید میکنه و میتونید سالها استفاده کنید بدون اینکه افت چشم گیری داشته باشه البته سیستم های خانگی صدها برابر بهتر از لپتاپ هست ک کمتر مشکل ایجاد میکنن.",5,10,0,2,3,3,3,3
"تاچ پد عالي با تکنولوژي فورس تاچ و همخواني بي نظيرش با مکينتاش
صفحه نمايش رتينا که واقعأ يه چيز اون ور 4k هست
بدنه بسيار زيبا و دلنواز و با کيفيت ساخت عالي
کيبرد عالي با نور پس زمينه
بلند گو هاي فوق‌العاده","درايو نوري که اصلأ مشکل نيست چون درايو نوري هاي داخلي جاگيرند و خراب بشو
حافظه کم که بازم مشکل نيست و با هارد اکسترنال حل مي شه
ديگه اصلأ نداره","من یک ماهی میشه که دارمش و حقیقتأ بین این مدل و مدل ایسوس زنبوک pro ux501vw_a دودل شده بودم وقتی نظرات شما دوستان را می خواندم هی امید وار می شدم و هی ناامید .ناامیدی به خاطر اینکه من میگفتم شاید با این مدل ایسوس کار نکرده اند و بدون مقایسه نظر می دن و از طرف دیگر هر که را می دیدم به من می گفت مگه دیوانه ای پول مارک اپل رو می خوای بدی و می گفتند که با این پول اپل می تونی یکی از بهترین های ویندوزی رو بگیری و من از همون موقع تصمیم گرفتم که ایسوس بگیرم و یاد یکی از دوستان اینجا افتادم که می گفت گول امکانات رو کاغذ رو نخورید پس نظرم رو عوض کردم و دل به دریا زدم و اپل رو گرفتم و الان می خوام بگم از همه شما دوستان خیلی ممنون هستم که با نظرات سازنده تان گذاشتید اپل رو بگیرم و اضافه می کنم که من واقعأ بیشتر از پولم امکانات گرفتم و هیچ پول مارک در کار نیست
نقد:
خوبی اول این لپ تاپ سیستم عامل بی نظیرش که وقتی با آن کار کنید متوجه بد بودن ویندوز می شوید
دومین خوبی بدنه و کیفین ساخت بالا اونه که شما را از خودش خسته نخواهد کرد و همیشه مجذوبش خواهید بود
و خوبی سوم حافظه ssd اونه که بسیار پر سرعته در ضمن فکر نکنم حافظه کم آن یک مشکل باشه چون با هارد اکسترنال حله
و خوبی های بسیار زیادی که از گفتنش عاجزم
در ضمن خواهش می کنم گول نخوری که چه می دونم سیستمش ضعیفه و حافظه کمه و درایو نوری نداره باور کنید که هیچ برندی این کیفیت را نداره و در آخر در خریدش حتی یک لحظه هم شک نکنید",18,1,2,4,5,5,4,5
"سيستم عامل روان
باطري خوب
کيفيت بدنه عالي
کيبورد و ترکپ عالي","قيمت بالا","سلام به مشخصاتی که از این مک بوک رو کاغذ میاد توجه نکنید ، بیشتر از کانفیگش بازدهی داره سرعت و کارایی بالای اون حتما هر کسی رو مجذوب خودش میکنه اگر دنبال تجربه ای جدید توسط یک لپ تاپ با کیفیت هستید خریدش پیشنهاد میشه",11,1,3,4,5,3,3,5
,,"من تقریبا دو سالی هست که این دستگاه رو دارم
واقعا عالیه
یکسالی روش ویندوز بود خیلی خوب بود
الانم بدون ویندوز دارم با مک استفاده میکنم
بسیار لپ تاب خوبی هست و شیک و قدرتمند
اینقدر که من از این دستگاه کار میکشم فکر نکنم کسی کار بکشه
بعضی موقعها پیش اومده که تا دو روز هم روشن بوده
اگه پولتون می رسه حتما بخرید واقعا کیفیت داره
البته الان خیلی قیمتش زیاد شده",4,2,5,5,5,5,3,3
,,"خانم قربانی شما برای کار با متلب مجبور نبودید ویندوز نصب کنید. این برنامه برای مک موجوده. درضمن برای اینکه مجبور نباشید قسمتی از هارد را برای ویندوز پارتیشن کنید و فضای با ارزش را از دست بدهید می توانستید ویندوز را بصورت مجازی با VMWare یا Parallel روی مک بالا بیاورید. نصب فیزیکی ویندوز وقتی توجیح داره که برنامه گرافیکی سنگینی داشته باشید که پرفورمانس خوبی در حالت مجازی نداشته باشه.",3,1,3,3,3,3,3,3
,,"نمیدونم منظور از چندتا نرم افزار چیه اما متلب را من نصب کردم روی مک و نیازی به ویندوز نداره
شاید لپتاپ شما مشکل داره اگه نه من نه خودم نه هیچ جا مشکل عدم ساپورت دو هارد همزمان و هنگ و این مسایل را ندیدم پورتها هم واقعا به نظر کافی میاد درمقابل مدلهای جدید که فقط یک پورت usbcدارن این مدل دو تا usb و حتی hdmi داره
درمورد حافظه خب بالاخره هر چی بیشتر بهتره من هم فقط چند ماهه خریدم اما فکر نمی کنم فقط برای نرم افزار و مک این حافظه کم باشه در هر حال برای ارشیو یک هارد اکسترنال نیازه و اگه کسی نرم افزاری می خواد که فقط روی ویندوز نصب میشه به نظر من کلا بیخیال مک بشه",2,0,3,5,4,4,4,4
"سبکي زيبايي کيفيت صفحه نمايش باتري قوي","حافظه کم باگ تعداد پورت کم","دوستان من از اردیبهشت این لپ تاپو خریدم و چون با یه سری نرم افزار مثل متلب کار دارم مجبور شدم روش ویندوز نصب کنم خب حالا این حافظه 128رو نصف کنید میشه 64 ویندوز 10اصن جا نداره آپدیت شه بهضی وقتا رو ویندوز دکمه های کم و زیاد کردن صدا هنگ میکنه،بعضی وقتا دوتا هارد بهش میزنم یا یه هاردو یه فلش یدونه رو نمیخونه این مشکل هم رو ویندوز بود هم مک،حتما براش هاب بگیرید چون دوتا پورت usb کمه
در کل اینکه اگه خیلی اصرار دارید مک بگیریدو با ویندوزم کار دارید حداقل 256 بگیرید",4,5,2,2,2,2,3,3
,,"دوستانی که فرمودند به درد نصب ویندوز نمیخوره باید خدمتتون عرض کنم مک بوک پرو توی تست بالاترین امتیاز رو برای اجرای سریع ویندوز تو کل لپ تاپ های دنیا گرفته.یه سر به سایت soluto بزنید بگردید عکس نتایج رو میبینید",5,1,3,3,3,3,3,3
