positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"خوش قيافه
سخت افزار عالي
هارد فوق العاده
صفحه نمايش با کيفيت","لولا هاي بي کيفيت
نبود پورت تاندربولت 3","لبتاب فوق العاده ایه. فقط تنها عیبش رو به کیفیت پایین لولا های صفحه نمایش میشه نسبت داد.ممکنه در اثر یه خورده فشار دوام نیاره وبشکنه و همونطور هم که میدونین لبتاپ بدون مانیتور بدرد نمیخوره،",1,1,2,5,5,5,5,5
,,"بازی جی تی ای
روی حالت 3k و همه چیز very high یعنی انتهای گرافیک از شصت فریم تا بیست و هفت هشت فریم (در مواقع فوق العاده سنگین که زیاد پیش نمیاد) اجرا میشه البته msaa روی 3k عملا فایده نداره و چیز سنگینیه و وقتی سه کا میذارین دیگه پله پله ای نیست خودش. پس جی تی ای وی یکی از سنگین ترین بازیا هیچ مشکلی نداره اگه خیلی افراطی هستین رو فول اچ‌دی از شصت فریمم بالاتر میشه.
بازی زریدنت ایول هفت
بازی باگرافیکیه! باورتون نمیشه در نهایت گرافیک و روی 2k روی متوسطا پنجاه فریم اجرا میشه. بسیار عالیه البته با یکی از گزینه ها یکم فریم کم میشه که اگه فقط از اولترا روی وری های بذارین حل میشه تازه روی دو کا اینطوریه روی فول اچ‌دی کلا شصت فریمه
بازی اسکایریم ریمستر شده
این بازی نهایی ترین مدهای گرافیکی رو داره و بیست برابر اسکایریم معمولی سنگینه و افت فریم هم داره. بازی پر آبجکت و بازیه واسه همین سنگینه. ولی روی فول اچ‌دی و نهایت گرافیک (اولترا) از پنجاه الی شصت فریم اجرا میکنه اکثرا نزدیک شصت فریم.
متال گیر فانتوم پین
این بازی کلا از اچ دی بالاتر نمیاد! پس هرچی داره چشم بسته بالا ببرین تو گرافیک و این لپتاپ از شصت فریمم بهتر اجراش می‌کنه.
پی ای اس
این بازیم موتورش یکیه با فانتوم و از اچ دی بالاتر نمیاد متاسفانه تنها بازیه که روی کامپیوتر کیفیتش از کنسول کمتره (تاکید می‌کنم تنها بازی!) مسلما روی حداکثر فریم اجرا میشه عین آب خوردن.
مورتال کامبت xl
یا همون اکس پیشرفته. شاید در منو بی‌دلیل شصت فریم نباشه اما جای مهم بازی یعنی جنگ٬ روی انتهای کیفیت در رزولوشن دو کا بر روی شصت فریم کامل اجرا میشه.
مافیا سه
این بازی هم افت فریم داره هم فوق العاده سنگینه! دوستم گفت اینو لپتاپت اجرا کنه من قبولت دارم. به دلیل افت فریم بازی (مثل جی تی ای آی وی) الکی سنگینه ولی روی اچ دی در نهایت کیفیت به راحتی اجرا میشه از نزدیک شصت تا نزدیک سی فریم.
خلاصه بگذریم این لپتاپ عالیه بعضی برتریاش یو اس بی سه و یک و تایپ سی و باتری جدا شونده و درایو نوری و رندر گیمری هست. و خیلی چیزای دیگه نسخه فلزیش رو بگیرین حتما",3,0,4,5,5,5,5,5
"سيستم قوي
گرافيک بالا
کيفيت تصوير بالا
کيفيت ساخت بالا","باتري ضعيف
صداي تيز براي شنيدن موزيک يا فيلم","من این لبتاب را اصفهان خریدم 36 روز پیش لبتاب خوبی است اما نکاتی را باید بیان کنم
کارتون و محتویات این محصول : یک کارتون بزرگ دارد که در این کارتون یک کوله پستی مشکی با نوار قرمز است یک هدست گیم که در یک جعبه جدا قرار دارد و خوب است و جعبه خود لبتاب
در جعبه لبتاب که سیم برق آداپتور سی دی نرم افزار یک موس گیم یک نوار بندی شکل آرم ایسوس و باتری قرار دارد
موس گیم این محصول یک موس ساده است اما طلایی رنگ با کیفیت ساخت خوب اما وایرلس نیست و سیم دارد امی یو اس بی 3 است که سر اتصال موس به لبتاب هم طلایی است
باتری جدا میشود میتونید وصل کنید یا با برق کار کنید این یکی از عاملهایی است که من ازش خوشم اومد چون باتری جدا میشود و میتونید با برق استفاده کنید
باتریش که شارژ میکنید نزدیک 2 ساعت شارژ نگه میداره و باید سریع شارژ کنید پس باتری خوبی ندارد
من Asus v502ux هم دارم که قشنگ 8 ساعت مداوم بهم باتری کار میده با این مقایسه میکنم باتریش فاجعه است
پورتهاش کامل است و خوب جایگزینی شده است راحت اتصال برقرار میشود
پورت اینترنتش خیلی قوی است یعنی دانلود باهاش میکنم خداست این را برای این میگم با v502ux مقایسه کردم
کیفیت تصویر عالی است رنگ بندی ها با کیفیت عالی است چون 4k هست اما خیلی از برنامه های پخش فیلم را ریز نشون میده
یعنی با مدیا پلیر یا کا ام پلیر بخاهی فیلم ببینی دکمه play یا stop اینقدر ریز است زوری میبینی که آدم را اذیت میکنه
اما هارد ای لبتاب که 256 تا هارد ssd داره من روش ویندوز نصب کردم 10 دقیقه نصب شد و داریورهاش هم 20 دقیقه کلا 30 دقیقه نصب میشود
هارد دوم 2 ترابایت است و من یک مشکلی اینجا داشتم که بیان میکنم شاید دوستانی که لبتاب دو هارده میخرند باهاش درگیر شوند
هارد 2 ترابایت را چه در ویندوز یا زمان نصب پارتیشن میکردم بار اول که پارتیشن میشد در my computer هست اما ریست که میزدم هارد دوم درایواش غیب میشد
مشکل از هارد نیست یک قلقی داره که الان زیر این مطلب مینویسم
شما باید برای پارتیشن هارد دوم به قسمت زیر بروید
ابتدا start را باز میکنید سپس computer management را میزنید سپس Disk Management را میزنید و اینجا دو تا هارد را میبینید هارد 2 ترابایت معمولا Disk 0 است و هارد ssd معمولا Disk است
شما روی هارد 2 ترابایت که با نام Disk 0 مشخص شده است کلیک راست میکنید و این گزینه را میزنید Convert To GTP Disk
سپس هارد را پارتیشن میکنید و درست میشود من سر این قلق ساده فکر کردم هارد 2 ترابایت خراب است و میخاستم ببرم گارانتی اما یک قلق داشت که درست شد
اما درباره صدای لبتاب من راضی نیستم چوا اسپیکرهاش بالای کیبورد بغل هم هستند و تلفظ کلمات در فیلم و مویسقی یک مقداری تیز است
در صورتی که اون لبتابم v502ux باندهای صداش زیز لبتاب اسیت و کیفیت بهتری دارند در شنیدن صدای فیلم و موزیک
هر بازی هم بوده روش نصب کردم راحت و روان اجرا میکند
در آخر من زیاد برای لبتاب تحقیق کردم از لبتابام مجبورم برای کارم زیاد کار بکشم یعنی روزی 20 ساعت روشن هستند
اگر پول زیادی ندارید در حد 3 تومان حتما v502ux را بگبربد از من i5 هست و همیشه روشن است و خوب در اومده
اگر لبتاب گبم میخای بخری این org 552vw خیلی ردیف است برای گیم و کارهای سنگین من در حد پولی که 5.900 دادم راصی هستم ازش
لبتاب هم فقط ایسوس بگسرید من lenovo hp acer msi هم داشتم در مقایسه با اینها asus یک سر وگردن بالاتر است موفق و پیروز باشد انشاالله هم چیزی که میخرید ازش راضی باشید",9,1,4,4,4,4,5,4
"سخت افزار فوق العاده قدرتمند
استفاده از متريال عالي در ساخت بدنه
کم صدا بودن سيستم تهويه و فن هاي خنک کننده درمواقعي که سيستم زير فشار هستش
صفحه نمايش مات با دقت 4K و پنل IPS
نور پس زمينه کيبورد","بنظر مياد اين باطري يخورده جوابگوي اين سخت افزار غول نيست
جذب اثر انگشت بالا","جا داره اول از همه تشکر کنم از پرسنل محترم دیجی کالا که خیلی با حوصله و شکیبایی به تمامی سوالات اینجانب پاسخ دادن.
و همینطور از خود دیجی کالا هم ممنونم که در اسرع وقت این لپ تاپ رو به دستم رسوندن.
اگر دنبال یه لپ تاپ عالی برای انجان محاسبات سنگین هستید حتما توی انتخاب هاتون این لپ تاپ رو هم مدنظر قراربدین.
من خودم دانشجوی رشته انیمیشن هستم و با نرم افزارهایی از قبیل 3DMAX , MAYA , ZBrush , Marvelous , Mari و .... زیاد سر و کار دارم.
و به جرات میتونم بگم اصلا کم نمیاره توی بحث مدلینگ و تکسچرینگ،مخصوصا تکسچرینگ که نرم افزار Mari واقعا همه توان سیستم رو میکشه.
بازی هایی مثل Battle Field 1 رو هم به راحتی هرچه تمام تر بدون لگ یا دراپ اجرا میکنه.
مطمئن باشید از خریدتون پشیمون نخواهید شد.",4,0,4,4,4,5,5,5
"هارد SSD .سي پي يو قوي. باتريپليمري.گرافيک واقا عالي .طراحي زيبا","از نظر من نداره.","بهترین لپتاپ برای بازی هستش. دمای کاری عالی داره و خیلی کم داغ میکنه .سرعت بالایی داره .صفحه نمایش واقا عالی 4K.درکل برای بازی و کار های سنگین بهترین گزینه هست . گرافیکش هم در مواقع ضروری به طور خودکار با مشارکت cpu + nvidia gtx 960 m به 8 گیگ هم میرسه و از نظر من خیلی عالیه .تازه رم های DDR4 که داره به همه چی میرزه.",3,0,4,5,4,4,5,5
,,"من خودم تابستون مدل G501VW رو که تخفیف خورده بود از همین دیجیکالا گرفتم از نظر سخت افزاری دقیقا همینه فقط هارد و SSD نصف این ظرفیت رو داره و DVD ROM نداره همچنین وزنش 2 کیلوگرم و ضخامت هم 2 سانتیمتر و جنس کاملا آلومینیومی برس خورده خیلی سبک و باریکه و به دلیل جنسش خیلی راحت با کولپد خنک میشه برای اجرای بازی به هیچ وجه روی 4K حساب نکنید که لگ میزنه نهایت دقت تصویر بازیو روی FHD تنظیم کنید",3,1,0,5,5,4,5,3
"کيفيت مانيتور عالي
سخت افزار قوي (بتلفيلد 1 رو با تنظيمات هاي بدون لگ اجرا کرد)
تاچپد عالي","کم بودن تعداد USB 3
کيفيت صدا کمتر نسبت به مدلهاي قديمي مانند G56Jk
DVD rom ضعيف ...","DVDrom ضعیف، G56jk هم داشتم همین مشکل و داشت ، دیر لود میکنه محتوای DVD هارو یا باید چندبار بزارین و برش دارین ... یک لپتاپ ایسوس دیگه هم با همین مشکل دیدم ، نمیشه گفت مشکله اما رو مخه ... در کل به قیمتش می ارزه و برای کارو بازی کاملا جواب میده",1,4,4,4,5,5,4,4
"همه چيزش عاليه به جز",باتري,"چند ماهه این لپ تاپ رو گرفتم عالیه از هر نظر تنها مشکلش که در واقع مشکل اکثر ایسوس هاست ظرفیت کم باتریشون هست که برای یه لپ تاپ گیمینگ میتونه قابل توجیه باشه.
انواع باز‌ی ها رو از pes (که گرافیک آنچنانی نمیخواد)بگیر تا battlefield و gta v و ...... روش نصب کردم با کیفی عالی و بدون لگ اجرا شدن ففط برای بازی خودتون باید آخرین درایور nvidia رو نصب کنین و بازی رو تو کنترل پنلش اد کنید تا با کیفیت بالا اجراش کنه چون برنامه های معمولی رو با اینتل بالا میاره اگه بازیا رو هم معرفی نکنید با اینتل بالا میاد . در ضمن کمی هم داغ میکنه که به خاطر ضعف فن های خود دستگاهه ولی با کول پد مناسب تا حد زیادی درست میشه.
درضمن نرم افزار های سنگین مثل auto cad و photoshop و matlab و .... هم به راحتی اجرا میکنه
رو کیفیت 4k هم زیاد حساب نکنید چون آیکون ها خیلی کوچیک میشن و اکثرا کیفیت full hd به کار میاد
در کل اگه میخواید یه لپ تاپ عالی بین 5 تا 6 میلیون بگیرید این بهترین گزینست.",4,0,5,4,5,5,5,5
"کيفيت عالي نمايش
صداي بلندگو ها
داغ نکردن
زيبايي و جذابيت طراحي","باتري يکم زود خالي ميشه","من دو ساله این لب تاپ رو دارم کاملا ازش راضی ام و هیچ مشکلی باش نداشتم. باش خیلی هم بازی میکنم و فیلم میبینم. کیفیتش عالیه",3,1,3,3,5,5,5,5
"سخت افزار قوي","کيفيت ساخت پايين","سلام,میخوام یه لپ.تاپ.گیمینگ بخرم و رشته ام نرم‌افزاره ,دنبال یه لپ تاپ خوب میگردم,یکی از گزینه هام همینه",2,1,3,5,5,4,5,3
