positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"اگه قیمتش به دلار حساب میشد و هزینه های اضافی روش نبود واقعا ارزش خرید داشت.",0,2,5,5,5,5,5,4
"سخت افزار قوي براي بازي با کيفيت فول اچ دي","صفحه نمايش 4k که براي کارت گرافيک با اين قدرت عملا بي استفادست.","دوستان این سری توی کانفینگش سخت افزار قوی ای داره ولی چند نکته رو باید به خاطر داشته باشید:
صفحه نمایش 4k خیلی خوبه ولی برای این کارت گرافیک نه چون از کارت گرافیک کار زیادی میکشه و علاوه بر اینکه نمیتونید بازیتون رو با فریم ریت بالا اجرا کنید بلکه گرمای زیادی توی دستگاه ایجاد میشه که باعث کاهش عمر دستگاه میشه.یه مورد دیگه اینکه شما اگر بخواید یه فیلم 4kتو لب تاپتون ببینید بایدبالای 10 گیگ حجم مصرف کنید برای دانلود.صفحه نمایش 4k باعث بالا رفتن قیمت این مدل هم شده.دوستان این یه لب تاپ بازیه پس با این سخت افزار اگه صفحه نمایش فول اچ دی داشته باشید همه بازیارو رو فریم ریت بالای 50-60در بد ترین شرایط اجرا میکنه پیشنهاد من GL 702VM سری ROGهست که این سخت افزارو با صفحه نمایش فول اچ دی داره که بازیارو راحت اجرا میکنه و قیمت کمتریم داره خیلیم ظریفو زیباست.فقط یه ssd میخواد که بعدا هم میتونید اضافه کنید زمانی که بازی های سنگین تری اومدن ولی همین طور هم همه بازیا رو در حال حاظر راحت اجرا میکنه.بهتره بدونید تنها سیستمی که همه بازیا رو با صفحه نمایش 4kبدون لگ اجرا میکنهGX800هست که18 ملیون قیمت داره پس بهتره هوشمندانه سیستمتونو انتخاب کنید.
یا حق",2,0,5,5,5,5,5,5
"سخت افزار عالي
رمش هم خوبه. cpuوgpuقوي",نديدم,"خیلی لپتاپ خوبیه و من خودم طرفدار ام اس ای در گیمینگ ها هستم ولی ای کاش عکس های بیش تری و بهتری ازش در دیجی بود تا کسانی که میخوان بخرن نگن ظاهرش خیلی بده. اونقدر ها هم بد نیست. اگر فیلم جعبه گشایی هم که بود چه بهتر",7,1,4,4,5,4,5,3
,,"اقا این مدل اصلا عالیه ولی قیمتش خیلی گرونه. میدونم کلا همه گرون شده اما همین مدل با گرافیک gtx970 رو بیارین خیلی به صرفه تره",4,7,5,5,5,5,5,5
همه,"کليد shot down","مرسی دیجی همین الان بدستم رسید.همه چیزش خوبه فقط در مورد دکمه shot down یک کمی بی سلیقگی به خرج داده شده و میتونست بهتر باشه.",1,10,4,5,5,5,4,5
همچي,باتري,"همچیش عالی هم از نظر سخت افزاری و نرم افزاری",4,1,5,5,5,5,5,5
"همه چي",,"من این لپتاپ رو همه جوره تست کردم و از تمام آزمون ها سر بلند بیرون آمد.روزی حداقل 5 ساعت بازی سنگین انجام دادم هیچ افت فریمی مشاهده نشد،صفحه نمایش و کیفیت اسپیکر ها با ساب ووفر فوق العاده است،سخت افزار قدرتمند که دیگه توضیح نیاز نداره،درایو نوری عالی علاوه بر وزن کم دستگاه که در نوع خودش بینظیره،برنامه های پیش فرض که واقعا عالی و کاربردی هستن که به وسیله آن حتی میتونیم لپ تاپ رو به وسیله گوشی هوشمند از راه دور کنترل کنیم،تاچپد خوب و باتری نسبتآ مناسب که با توجه به این سیستم قدرتمند تا 3ساعت دوام دارد.امیدوارم نظراتم مفید واقع شده باشد",7,2,5,4,4,4,5,5
"همه چيز",ندارد,"من این لپ تاپ رو از دیجی کالا گرفتم واقعا حرف نداره",10,2,5,5,5,5,5,5
"گرافيک بالا","ضعيف بودن باتري","گرافیک بالا",1,2,5,5,3,5,5,5
"گرافيک 1060
امکاناتي مثل nahimic و...
کيبورد steelseries
ي","باتري ضعيف","دوستان این دستگاه تو رنج قیمت خودش دستگاه ارزشمندیه فقط کافیه بنچمارک های گرافیک 1060 لپتاپ رو ببینید امکانات خیلی خوب داره من سه سال لپتاپ گیمینگ با برند msi دارم و کوچکترین افتی رو احساس نکردم.",6,2,5,5,5,5,5,5
"گرافيک و کولر و کيفيت صداش","باتريش ميتونست قوي تر باشه","فعلا توی بازار از لحاظ سخت افزار توی محدوده قیمتش بی نظیره...",11,1,4,4,5,5,4,4
"همه چي",هيچي,"این لب تاپ را هنوز خریداری نکرده ام ولی باطریش ضعیف
ام اس ای اولین کسی بود که pcگیمینگ زد پس لب تاپ حرف نداره
در نورد داغی داغ نمیکنه نگه این که از صبح تاشب کار کنی 2 سانیه دکمه کولر بسترو نگه دار در جا یخ میشه
همه بازی های روز دنیا رو اجرا میکنه مثلgtav gtavi watch dogs2
خوب دیگه حالا قابلیت های بیشترم داره کی دی جی جان خودش گفته و متماعن باشید این از ایسوس سر تره",8,13,5,5,5,5,5,5
"همه چي","باطريش ضعيف","عالیه خیلیهم عالیه پیشنهاد ویژه",8,2,2,4,5,5,5,5
