positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"وزن کم باتري با شارژ دهي 12 ساعته شيک و باکلاس","واسه بازي و کاراي گرافيکي ضعيفه","بسیار بسیار خوب و بی رغیب",1,1,3,3,3,3,3,3
"وزن کم
باريک
باطري قوي",,"سه ماهه این لپ تاپ رو گرفتم. مقایسه اپل با مارکهای دیگه واقعا اشتباست. از نظر من برندای دیگه اصلا به پای اپل نمی رسند. باطریش فوق العادست. واقعا 12 ساعت مداوم باهاش کار کردم. بسیار زیبا و باریکه. خیلی سبکه. فقط ممکنه یکم در پیدا کردن برنامه ها تو اپ استور به مشکل بخورین که اونم با یکم حوصله میتونین تو سایتای دیگه به راحتی پیدا کنید. در خریدش اصلا شک نکنید",13,8,5,5,5,5,5,5
"کيفيت سيستم عامل همه چيز",ندارد,"واقعا اگر هم بخواهیم نمی توانیم از این لپ تاپ عیب بگیریم",13,11,5,5,5,5,3,3
"باطري بدنه تمام فلز وزن کم","کيفيت پايين صفحه نمايش -ميزان حافظه داخلي پايين-نداشتنن حافظه گرافيکي مجزا -فاقد درايو نوري","داشتن لپتاب اپل یک حس خوبی بهتون میده ومناسب وب گردی و دیدن عکس و فیلم ولی برای بازی و کاهای گرافیکی :برنامه های ادیت عکس وفیلم یا برنامه های مهندسی و ..... اصلا مناسب نیست ومیشه گفت مثل این میمونه که یک ماشین شیک و زیبا و کوچک برای رانندگی داخل شهربگیری که در کنارش داشتن یک ماشین بزرگ و با امنیت وبا امکانات بیشتر برای مسافرت لازم هست.
موفق باشید.",13,20,2,5,4,2,3,4
"شارژدهي خيلي خوب باتري
روان بودن سيستم","اگه نيازي به ويندوز نداشته باشين توش هيچي","من دو ساله این لپتاپو دارم البته با رمه 4 گیگی، این لپ تاپ از نظر هماخنگی سخت افزار و نرم افزار محشره، اینو توی شارژدهی باطریش میتونید ببینید که بعد 2 سال الان با افتی که داشته تا 10 ساعت استفاده روزانه منو جواب میده، از نظر کشش لپتاپ شما اگه برنامه هایی که به صورت تخصصی برای ورژن مک منتشر شدن مثله متلب رویه این لپ تاپ ران کنید بدون هییچ مشکل و لگی براتون کاراتونو حتی سریعتر از خیلی از لپ تاپهای i7 ویندوزی انجام میده، تنها نکته ای که به نظرم برا خرید باید بهش توجه کرد اینه که برنامه هایی که باهاشون کار دارید آیا ورژن مک قوی دارن یا نه؟ اگه یک درصد فک میکنید نیاز به ویندوز برا برنامه هاتون دارید سمت این لپ تاپ نیاید، من برای پروژم نیاز به ویندوز پیدا کردم و واقعا اذیت شدم چون هرچقدرم شما کانفیگ بالا داشته باشید اجرای شبیه ساز اصا پاسخگوی خوبی نیست از طرفی هم اگر سیستم عمال ویندوز رو به صورت جداگانه اجرا کنید (بدون شبیه ساز) میبینید چقد لپ تاپتون افت بازدهی پیدا خواهد کرد هم باتری و هم نرم افزاری چون اصلا هماهنگیه خوبی ندارن.
در مجموع من الان که نیازی به ویندوز ندارم و سعیمم کردم نداشته باشم خیلی از همه چیز این لپ تاپ راضیم مخصوصا که الان کلا با رم8 عرضه میشه که مطمعن هستم خیلی بهتر شده.",17,8,5,5,5,5,5,5
"وزن کم
بي صدا
عملکرد عالي با وجود مشخصات به ظاهر پايين نسبت به قيمت",,"بی تردید بسیاری از افرادی که تجربه کار کردن با هیچکدام از گجت های اپل رو ندارن از قیمت بالای این لپ تاپ و به طبع سایر لپ های اپل متعجب هستند ولی دوستان گرامی باید خدمتتون عرض کنم که کافیه یکی از این لپ تاپ های رو فقط برای چند روز امتحان کنید قطعا شگفت زده خواهید شید. باطری این لپ تاپ محشره و در سختترین شرایط ( دیدن فیلم و استفاده زیاد از اینترنت ) به راحتی 7 ساعت دوام میاره. فن این لپ تاپ بسیار کم به جریان میوفته و کاملا بی صداست و در نهایت با توجه به بهینه سازی فوق العاده ی نرم افزاری برای این سخت افزار نسبتا پایین رده عملکرد فوق العاده ای رو تجربه خواهید نمود. من یک برنامه نویسم و معمولا کلی برنامه ( خصوصا چند IDE ) رو باز دارم توی سیستم عاملم ولی واقعا مک او اس ایکس خیلی خوب جواب میده روی این سخت افزار. تنها برندی که کیفیتی به مراتب بالاتر از رقبا داره به نظر من اپل هست.",17,8,5,5,5,5,5,5
,"شايد کوچک بودن صفحه نمايش","فوق العاده است.
صفحه نمایش عالی با اینکه رتینا نیست و در نقاط ضعف با عنوان "" صفحه‌نمایش با دقت پایین‌تر از رقبای اصلی"" ذکر شده.یعنی نسبت به بقیه برندها صفحه نمایشش فوق العاده بهتره ( البته اگه فول اچ دی نباشند).
من سیستم عامل به mac os sierra اپدیت کردم در حقیقت clean install کردم با فلش درایو و بعد از نصب، یک اپدیت 1.80 گیگ هم داشتم،علاوه بر این ها، برنامه نصب کردم، سیستم عامل کانفیگ کردم و ..... از ساعت 1 ظهر تا 11.30 داشتم کار میکردم و باطری از 100 تازه به 33 رسید که عالیه.",14,2,5,5,5,5,5,5
"همه چي",,"به نام خدا
زیاد مزاحم نمیشم،سه ماهه از دیجی کالا خریدمش،و میشه گفت خیلی عالیه،درسته قیمتش نسبت به ویندوزی ها بالاتره و شک نکنین هر گرونی بی علت نیست! سخت افزار خوبه و بدون مشکل می تونین ازش استفاده کنین،صفحه نمایش هم خیلی خوبه با وجود اینکه رتینا نیست . اسپیکر ها عالی و بدنه با کیفیت و زیبا .کلام اخر اینکه از انتخابم پشیمون نیسم .حدودا تا دو هفته ی اول درست نمی تونستم باهاش کار کنم چون قبلش با مک او اس کار نکرده بودم ولی الان کاملا باهاش راحتم.راستی یادم رفت بگم وزن کمش خیلی خوبه و حافظه ی اس اس دی هم که خودتون می دونین چقد خوبه...",17,4,4,5,5,4,5,3
"پردازش قوي
عملکرد عالي تاچ پد
کيبورد فوق العاده",,"واقعا عالیه. من دو روزه خریدم خیلی راضی ام",13,3,5,5,5,5,5,5
"کيفيت عالي کيبورد و تاچ پد
صفحه نمايش خوب
سبک بودن","نبود پرت شبکه در همه ي مک بوک ها","سلام.الان 2 ماهی میشه که مک دارم.از نظر حمل و نقل بسیار عالی و سبکه.کیفیت همه ی بخش ها به شدت عالی و لذت بخشه.خیلی از دوستان ممکنه ترس بابت برنامه ها داشته باشن که بهتره بگم بیشتر نرم افزار ها رو در سایت های ایرانی میتونید پیدا کنید.به موقع آپدیت میشه و سرعت انتقال فایل ها به علت SSD بودن حافظه بسیار بالاست.بیشترین پیشنهاد من به دوستان طراح و موزیسین هست برای تهیه این لپ تاپ و دوستان گیمر دور این لپ تاپ رو خط بکشن و به سراغ سری گیمینگ ایسوس برن.در مورد هماهتگی سخت افزار و سیستم عامل در بهترین حالت ممکن قرار داره.امیدوارم تونسنه باشم کمکی کرده باشم",11,2,4,5,5,5,4,4
"بدنه فوق العاده باريک
کيفيت ساخت عالي
رابط کاربري بي نقص","صفحه نمايش مي تونست بهتر باشه","واقعا هیچ ایرادی نمیشه ازش گرفت",12,3,5,5,5,4,5,5
"طراحي زيبا
قابليت حمل بالا
مجهز شدن به 8 گيگ رم
قدرت سخت افزاري و نرم افزاري مناسب
طول عمر باتري",,"مشتاقانه منتظر موجود شدنش هستم
برای مطمین بودن از اصالت کالا، به دیجیکالا اعتماد دارم، پس لطفا موجود بفرمایید.",16,1,3,3,3,3,3,3
"وزن کم
باطري قدرتمند
کيفيت جنس عالي
سريع و روان بودن",,"سلام حدود یک ماه میشه که ازش استفاده میکنم
مزایایی که داره :
وزن خیلی کم که جابجایش رو راحت میکنه
قدرت زیاد باطری (حدود 8 الی 10 ساعت واسه کارهای معمولی جواب میده)
سیستم عامل روان : چون سیستم عامل مک از یونیکس گرفته شده قفل کردن توش خیلی کمتره نسبت به ویندوز همچنین تا حالا نشنیدم که ویروسی شده باشه
کیفیت بالای ساخت : جنس آلومینیم و مواد به کار رفته تو ساخت مک بوک کیفیت بالایی داره و اگه تو اینترنت جست و جو کنید لپ تاپ های اپل کمترین خرابی رو دارن نسبت به رقبا
سرعت بالا به خاطر استفاده از هارد ssd
معایب:
من عیب خاصی ندیدم تنها یکی دو مورد هست که اونم نمیشه اسمش رو عیب گذاشت
اولین مورد سیستم عامل مکینتاش تفاوت هایی با ویندوز داره که شاید بعضی ها نتونن باهاش کنار بیان (مثلا از لحاظ مدیریت فایل ها و یا تفاوت داشتن چندتا از دکمه های کیبرد مک با ویندوز) اگه بتونید با محیط سیستم عامل کنار بیاید و نرم افزارهای مورد استفادتون رو تو مک پیدا کنید دیگه مشکل وجود نداره (توجه داشته باشید که بر روی مک ویندوز هم میشه نصب کرد ولی میگن یه کم قدرت شارژ باطری میاد پایین)
مورد بعدی حافظه کم دستگاه هست که معمولا واسه کارهای عادی حافظه کم نمیارید اما اگر حجم فایلهاتون خیلی زیاد باشه میشه اطلاعاتی که کمتر استفاده میکنید رو روی هارد اکسترنال بریزید",22,2,3,5,5,4,4,5
,,"چرا ناموجود شد لطفا دوباره موجودش کنین",17,2,4,5,5,4,5,3
