positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"نمیشه بهش گفت لپتاپ. حتی در حد یک تبلت ضعیف هم کارآیی نداره. با همین پول میشه از همین دیجی‌کالا یه تیلت ویندوزی با کارآیی قابل قبول خرید.",1,0,0,1,3,2,1,3
,,"برای کارهای معمولی مثل وبگردی وتایپ کردن ودیدن فیلم خوبه ولی برای کارهای سنگین وتخصصی وبازی اصلا مناسب نیست.",0,0,2,3,3,2,2,2
,"روي صفحه فونت فارسي نداره","صفحه حروف لاتین توی بازار ی صفحه برای روی کیبورد پیدا کردم فارسی دقیق روی صفحه نمیشینه",0,0,3,3,3,3,3,3
,,"با توجه به قیمتش خیلی عالیه.فقط بدیش اینه که درایور همراهش ارائه ندادن که با بسته هدیه دیجی کالا همه چی حل میشه",2,4,5,5,4,5,4,3
"قيمت پايين","سخت افزار ضعيف","سخت افزار ضعیف",4,3,1,0,0,1,1,3
,,"این دستگاه برای کارهای ساده مثل تایپ، دیدن فیلم و وبگردی مناسبه. ارتقای رم و هارد کمک چندانی به ارتقای پِرفورمَنس سیستم نمیکنه و اگه کارایی بیشتری میخواین باید سیستم قوی‌تری تهیه کنید.",13,0,3,3,3,3,3,3
,,"16 گیگ رم با این cpu ؟
کاملا ارتقا خنده داریه
ارزش نداره خریدش
ضعیفه",13,1,0,3,3,3,3,3
,,"به اینم میگن لپ تاپ !! واسه بچه 5ساله خوبه",9,7,0,0,0,0,0,0
هيچي,"کلا ضعفه","اگه میخوای پولت دور بریزید بخرید
کارکرد گوشی موبایل از این بیشتره",15,3,0,0,0,0,0,0
"پردازنده خوب AMD براي کد زدن
قابل ارتقا بودن RAM ,HARD","پخش نکردن فيلم هاي 1080","من این لپ تاپ را خریدم رم را به 16 و هارد را به 512 SSD ارتقا دادم . الان برای برنامه نویسی سنگین هیچ مشکلی ندارم . همچنین لینوکس روی این لپ تاپ خیلی روان کار می کنه و کاملا راضیم.",23,137,5,5,5,5,5,5
"قيمت پايين",,"این لپ تاپ واس دانش آموزا و کسایی که حداکثر کارکشیدن شون از لپ تاپ فیلم دیدنه مناسبه",102,12,5,5,5,5,0,3
