positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"الان چقدر بیخود شده من دو سال پیش یه دونهz510گرفتم همه اینارو میذاره جیبش",0,1,3,3,3,3,3,3
"همه چيز مخصوصا CPU و VGA و FULL HD LCD",,"من دیروز توی پیشنهاد شگفت انگیز خریدمش. البته بعد از کلی تحقیق توی سایتهای خارجی. قدرت پردازنده اون از تمام هم رده های خودش در INTEL بالاتره. در تمام Benchmark ها رتبه بالاتری از پردازنده ی Core i5 گرفته. مخصوصا اینکه با کارت گرافیک از خانواده ی خودش یعنی AMD حسابی هم خوانی و هم سویی داره. همچنین باید به تصویر FULL HD این لپ تاپ اشاره کرد که در این رده ، یک مزیت خیلی خوب محسوب میشه. فقط تنها ضعفش باطری هست که از هم رده های خودش پایینتره و فقط 4 ساعت برای مصارف عمومی مثل وبگردی و موسیقی و فیلم و ... دوام میاره. ولی قطعا ارزش خرید داره.",5,4,5,5,5,5,5,5
"کارايي بالا",,"بهترین لپ تابه من خودم ازش استفاده میکنم",4,3,5,5,5,5,5,5
,,"چون قبلاً خرابی سیستم هایی که amd جمع کرده بودم زیاد بود دیگه هیچوقت از سی پی یو های این شرکت استفاده نمیکنم ولی از نظرات دوستان معلومه که چیز خوبیه و بعضی وقتا از اینتل هم جلو میزنه یادتون نره که سی پی یو های 64 بیتی رو اول ای ام دی ارایه کرد بعد اینتل",4,1,3,3,3,3,3,3
,,"من تا چن وقت قبل فکر میکردم اصلا بک لایت نداره کیبردش چون هیچ دکمه خاصی براش نبود اما تازگی فهمیدم برای روشن کردن بک لایتش کلید fn رو میگیری و بعد space رو میزنی و بک لایتش روشن میشه",10,1,5,5,2,5,5,5
"صفحه نمايش خوب
باتري","کيبورد و تاچ پد بد
جذب اثر انگشت بر روي بدنه","یک سوال برام پیش اومد که عجیب هم هست برام
بعد چند روز استفاده یک هارد دو ترابایت زدم به دستگاه و ارور پشتیبانی نکردن داد البته فکر کنم مشکل از ویندوز باشه ولی در کل راضی هستم از خریدش",4,1,3,4,2,4,3,4
,,"گرافیک در حد انویدا 920 و کسی که دنبال گیمه باس 940 به بالا بگیرن",3,2,3,3,3,3,3,3
"سخت افزار قوي","فقط کيبردش بکلايت نداره","من واقعا راضیم باهاش gta v رو با حالت high بدون لگ اجرا کردم",13,8,5,5,2,5,5,5
,,"این لنوو چرا تو لپ تاپ هاش usb type c نمیزاره حتی اون رده بالاش نداره. واقعا بده .غیر از این خوب داره پیش می ره. یکم از ایسوس یاد بگیر ه خوب میشه.",7,9,3,3,3,3,3,3
"سي پي يو
قيمت","باتري
تاچ پد","خوبه!
فقط تاچ پدش خیلی سفته!! کلیک چپش و راستش عذاب آوره! باید بیشتر با موس کار کنید!",14,5,5,1,1,5,4,4
"cpu قوي",,"فوق العاده",10,5,5,5,5,5,5,5
عاليه,نداره,"از همه نظر عالیه",13,8,5,5,5,5,5,5
,,"خیلی عالیه",8,3,5,5,5,5,5,5
