positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"کيبورد خوب","باتري ضعيف و لگ بسيار موقع کارهاي سنگين","دستگاه فقط روی کاغذ قوی هستش بطور مثال من تری دی مکس رو روی سونی وایو زد بدون لگ ران میکنم اما روی این دیوایس ضعیف بود",0,3,3,2,4,4,2,1
"هه چيز جز",باتري,"سلام این لبتابو دیروز گرفتم ولی از باتریش راضی نیستم زود تموم میشه جز باتری همه چی فعلا خوبه، هنوز آزمایشاتم رو روش انجام ندادم تا قطعی بگم",1,1,5,3,5,5,5,5
"طراحي زيبا سخت افزار قوي و...","اصن نداره","من این لب تاپو امروز خریدم واقعا حرف نداره....کسی هم که ازش بد تعریف مسکنن واقعا دارن الکی میگن این یک لب تاپ به تمام معنا",3,0,5,4,4,4,4,3
,"باطريش بعد از شارژ 3 ساعت کار ميکنه","سلام به همه دوستان
من این لپ تاپ و دو هفته خریدم ، تو خود سایت ایسوس مدل k550vx وجود نداره و هیچ درایوری براش نداره .
بعد تازه امروز فهمیدم مادربرد این مدل لپ تاپ از نوع سری x550vx هستش ، برای فهمیدن مدل مادربرد میتونین به Run/DXDiag بزنین و قسمت System Model رو مشاهده کنین ، یعنی برای نصب مادربرد باید از مدل x550vx استفاده شه ، که خودش یک مدل پایین تر از سری k هستش ، البته در کانفیگ خوب این لپ تاپ شکی وجود نداره ، ولی مادربردش از نوع سری k نیست.",3,3,5,2,2,4,2,2
,,"همین امروز خریدم خیلی خوش دسته کیبردشم خیلی عالیه تاچشم خوبه از نظر سخت افزاری هم کم نداره بتل 1 رو مثل آب خوردن تو اٙلترا اجرا کرد بدون لک.
اگه پولتون نسبتاً کمه و میخواین یه لپ تاپ قوی داشته باشین تو خریدش شک نکنین.
اگرم میتونین برین تو مرز چهار میلیون سری N ایسوس هم لپ تاپ های خوبیه.",3,0,5,5,5,5,5,3
عالي,"نور کيبورد","این لپ تاپ مشتری زیاد داره من بنا به دلایلی نتونستم تو این چند روز بگیرمش ولی روز شنبه حتما میخوام بخرمش خواهش میکنم اگه بازم میتونید موجودش کنید من فقط به دیجی کالا اعتماد دارم فروشگاه های دیگه دارن ولی اعتماد نمیشه کرد خواهش میکنم موجود کنید",5,1,3,3,3,3,3,3
"طراحي
باطري
سخت افزار",,"**شکر از بسته بندی و ارسال حرفه ای دیجی کالا در یک روز مانده به سال تحویل**
برای من ی طرح خیلی زیبا روش داره ک غافلگیرم کرد و حتی بدون مارک معتبر ASUS به خوبی ظاهرشو از هر لپ تاپ دیگه ای متمایز میکنه.
خوشبختانه ایرادات قدیمی ویندوز 10 رفع شده که همین نسخه موجود با هدیه گرو، خوب جواب میده. 1 ساعت همراه با تنظیمات کامل ویندوز 10، نصبش طول کشید.
من برای کارای مهندسی گرفتم و البته کمی انیمیشن سازی (هرچند کرات های گرافیک GTX برای انیمیشن سازی مناسب نیست و مجبور بودم ی لب تاپ بالای 7 میلیون میگرفتم).
کارایی باطریشو تو چند حالت براتون میگم (نور صفحه حداقل):
1) نرم افزارهای رایج مثل آفیس همراه با وای فای روشن: 5 ساعت
2) اینترنت و وب گردی: 4 ساعت
3) نرم افزارهای مهندسی با وای فای روشن: 4 ساعت
4) بازی گرافیکی آنلاین(مثلا Asphalt 8) همراه با موسیقی و وای فای روشن: 2.5 ساعت
موس و کوله همراهش کیفیت معمولی داره و کارتونو راه میندازه",5,0,5,5,4,4,5,5
"cpu قدرتمند چهار هسته اي نسل ششم Skylake اينتل
هاردديسک يک ترابايت با سرعت 7200RPM
ميزان رم قابل قبول 8 گيگابايت از نوع DDR4
کارت گرافيک نسبتا قوي Nvidia GTX 950M با چهار گيگابايت حافظه اختصاصي
قيمت مناسب در مقايسه با سخت افزار عالي و کيفيت بدنه قابل قبول","جنس بدنه پشت مانيتور از پلاستيک براق ساخته شده که خيلي زود اثرانگشت را جذب مي کند و خراش بر مي دارد
کار کردن با تاچ پد زياد راحت نيست، کليک خور داراي حالت سفتي است
باتري براي سخت افزار اين لپ تاپ واقعا ضعيف است و به سرعت شارژ خالي مي کند
کيفيت مانيتور با اينکه قابل قبول است ولي رنگ ها زنده نيست و کنتراست جالبي ندارد
کيفيت درايو نوري و ميتوانست بهتر باشد - وبکم به کار برده شده VGA و کم کيفيت است","در مدت دو هفته ای که با این لپ تاپ کار کردم از سخت افزار کاملا راضی هستم البته به جز باتری که خیلی زود شارژ خالی میکنه و همیشه باید شارژر لپ تاپ آماده باشه و مورد دیگه ای که یه مقدار ناامید کنندست جنس بدنه پشت لپ تاپ هست که سریع خراش برمیداره و اثرانگشت جذب میکنه .
- کیفیت مانیتور کاملا قابل قبوله ولی رنگ ها اصلا زنده نیستند و درخشندگی کافی ندارند
- کیفیت اسپیکرها متوسط و راضی کننده است.
- وبکم لپ تاپ ضعیف و اصلا قابل قبول نیست.
- طراحی کیبورد هم بسیار خوبه ولی متاسفانه فاقد بک لایت است و در مقایسه با لپ تاپ های Dell , lenovo, Acer یه مقدار کار کردن با تاچ پد روان و راحت نیست.
در مجموع اگر نیاز به سخت افزار ی قوی رو به عالی داشته باشید و مانیتور و اسپیکر و وبکم بسیار عالی چندان براتون مهم نیست و یا از مانیتور و اسپیکر جداگانه استفاده می کنید، این لپ تاپ با قیمت بسیار خوبش جزء محدود انتخاب هایی است که در اختیار دارید. به عنوان پیشنهاد جایگزین اگر به برند خاصی اهمیت نمی دهید میتوانید در حال حاضر با توجه به لپ تاپ های موجود در بازار و همین محدوده قیمت لپ تاپ Acer Aspire F5-573G-71ZC را انتخاب کنید که دارای 16 گیگابایت رم DDR4 و هارددیسک یک ترابایت هیبرید و cpu نسل هفتم 7500u و وبکم HD 720p است.
نکته آخر اینکه هر چند cpu لپ تاپ پیشنهاد شده در مقایسه با لپ تاپ ASUS K550VX یک نسل جدیدتر است ولی از لحاظ عملکرد cpu لپ تاپ ASUS K550VX با اختلاف بسیار زیادی نسبت به سی پی یوی دو هسته ای لپ تاپ پیشنهادی در جایگاه بسیار بهتری قرار می گیره و البته دارای کارت گرافیک قوی تری هم هست و اینکه رم 8 گیگابایت آن نیز به راحتی قابل ارتقاست که موجب برتری این لپ تاپ نسبت به مدل پیشنهادی بنده است.
در ضمن به همراه لپ تاپ کیف و موس هم در بسته بندی قرار دارد.",4,0,4,4,3,3,4,3
"طراحي شيک
ريزوليشن بالا","مشکل در بوت شدن توزيع هاي لينوکس و غيره جز ويندوز 10
باتري ضعيف
زاويه ديد نامناسب صفحه نمايش به خاطر کيفيت پايين","چنتا بازی تست کردم رو کالاف ادونس و اسپل 5 اف پی اس بالا کم میاره اما میشه رو کیفیت پایین خوب اجرا کرد بازیای یه ذره قدیمیتر یا کم حجم تر از اینارو ععین آبخوردن وا میکنه مثلا کرایسیس.
نگران کیبورد نباشید با یه پد فارسی حل میشه.
نگران وی رم نباشید جی دی دی آر 5 هست .و چهار گیگ رو تو بازیای حجیم واقعا استفاده میکنه چون با سرعت انتقال 80گیگ در ثانیه تبادل اطلاعات روی وی رم چهار گیگی انجام میده .
در آخر نمیگم خیلی شدید میصرفه چون کارت گرافیکش با جی دی دی آر 5 تو خود سایت انویدیا هم شناخته شده نیست اما ارزش قیمتشو داره.",1,0,4,2,2,2,3,3
,,"بنده از رنگ کیبورد بسیار راضی ام و برخلاف نظر و سلیقه دوستان کسی که حرفه ای کار میکنه اصلا کیبورد رو نگاه نمیکنه و این که رنگ و شکل های روی کیبورد کمرنگ باشن بهترین گزینه هست برای بنده
در مورد مصرف باتری هم باید گفت که این لب تاب از پردازنده سری hq چهار هسته ای بهره گیبره که وات بالا و پرمصرف هست ! مزیتش همینه پردازش و بهره وری بالا
تو رنج قیمت خودش همتا نداره و سایر سیستم های هم قیمت با پردازنده های u و گرافیک های سری gt ddr3 هستن که اصلا قابل قیاس با این نیستن
این لب تاب از یک رم آنبورد با باس 2133 بهره میبره و یک اسلات دیگه برای افزایش رم داره که میتونید رم هایی با باس های بالاتر روش بندازید و لذت ببرید
بنده تنها ایرادی که برای این لب تاب میگیرم اینه که dvd درایو داره و بهتر بود در قبال این تکنولوژی این درایو رو حذف میکرد چرا که کارایی نداره",1,0,4,4,4,4,5,5
