positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"دستگاه خوبیه، مدت زیادی اون و دارم ولی به نظرم ایسوس تو بدنه این دستگاه خیلی هم ظرافت به خرج نداده و خوب اون و مونتاژ نکرده، من لپ تابهای زیادی داشتم، بنظرم یک سری از مدله ای دل و یک سری از مدلهای لنوو بهتر از ایسوس هستند ، البته با توجه به مقایسه ایسوس و ایسر و مدلهای موجود و ارزان قیمت اچ پی میشه گفته ایسوس حرفی برا گرفتن داره البته فقط در قیاس به مواردی که گفتم، یه مورد دیگه هم اینکه چون ایسوس تنها شرکتی هست که اکثر قطعات لپ تابهای خودشو ، خودش تولید میکنه ، بیشتر قطعات با هم ست شده و مواردی نظیر صفحه آبی و هنگ های گاه و بیگاه که تو دستگاه های اچ پی و ایسر بسیار شاهد اون هستیم و نداره. ممنون که وقت گذاشتید و این مطلب و خوندید",2,2,4,4,4,4,4,3
"سخت افزار قدرتمند و ظاهري زيبا","مشکل ريز شدن آيکون نرم افزارها در نمايشگر 4k","اگه نرم افزارا با با نمایشگر 4k سازگار بشن دیگه هیچ مشکلی نداره. هر ترفندی رو هم که هست تست کردم ولی جواب نداد.",2,0,4,4,4,4,4,4
"سخت افزار فوق العاده قوي و قدرتمند
صفحه نمايش ips زاويه ديد عالي
طراحي زيبا","صفحه نمايش 4k خيلي اذيت ميکنه
باتري اش يه کوچولو ضعيفه
قيمتش افزايش پيدا کرده","سلام دیروز بدستم رسید یه بسته بندی فوق العاده شیک و واقعا از حق نگذدیم خوشگله از خوشگلی که بگذریم تقریبا نرم افزار و بازی ایی نیست که گیر کنه و لگ داشته باشه همه رو راحت بالا میاره فقط اگه بازی خیلی سنگین بریزین داغ میکنه که یه کولپد چاره شه راستی نصب ویندوز و درایورا رو یه ادم وارد تر بدید نصب کنه بهتره تنها مشکلی که داشت ساب بوفرش بود که من تا ته فشار نداده بودم و صداش در نمیومد کلی زنگ به خدمات آخر سر فهمیدم که تا ته فشار ندادم و یه تق کوچولو میکنه و جا میره دیجی کالا مچکریم",4,0,5,4,5,3,5,3
"بسيار قوي","شکل ظاهري عجيب","یک سیستم تمام و کمال همین!",3,0,4,4,4,4,4,3
"قدرت سخت افزاري عالي
مقاومت بالا در برابر فشار و ضربه
سرعت فوق العاده و بدون هيچ هنگ و کندي
تاچ پد عالي و صفحه نمايش با کيفيت بالا
خيلي شيک و زيبا","نداره خداروشکر","من تقریبا یکسالی میشه این لپ تاپ رو خریدم،خیلی فوق العادس،سرعتش و کیفیتش واقعا منو هیجان زده میکنه تو این مدت حتی یه بارم هنگ نکرده،هربازی ک بخواین میتونین با بهترین کیفیت رو این لپ تاپ اجرا کنین،تاچ پدشم اینقد عالیه ک نیاز به موس ندارین،جدیدترین فیلمارو با بالاترین کیفیت میتونین با این دستگاه ببینین،خیلی شیکه اینام ک میگن سنگینه باور نکنین،یه کم وزنش زیاده ولی اونقدری نیست ک خسته شین،مقاومتشم خیلی بالاس،زیر نور خورشید هم براحتی میتونین باهاش کار کنین
خلاصه بگم عالیهههههههه اصلا تو خریدش شک نکنین",3,1,5,3,5,5,5,3
"زيبايي منحصر به فرد و سخت افزار عالي به همراه صفحه نمايش بي نظير","وزن زياد و باتري نسبتا ضعيف به نسبت سخت افزار","من عید 95 این لبتاب را خریدم و البته 600 هزار تومن ارزان تر خریدم نسبت به قیمت الان
شما با این لبتاب از پس هر کاری بر می‌آیید بازی های سنگین انجام بدید فیلم با کیفیت 4k تماشا کنید کارهای گرافیکی انجام بدید و بخاطر اسپیکر های خوب و ساب ووفر با کیفیت از گوش دادن به موسیقی لذت ببرید
فقط به نظر من 2 تا ضعف داره این لبتاب اول اینکه وزن زیادی داره اونم بخاطر اینه که سخت افزار قدرتمندی داره و دوم اینکه با وجود این سخت افزار و قیمت میتونستن باتری قویتر از 6 سلولی استفاده کنن",4,0,5,5,5,5,4,5
"سخت افزار عالي(اجراي بازي هاي سنگين با نرخ فريم بالا حتي روي 120 فريم) طراحي زيبا کيبورد کم صدا و راحت صفحه نمايش با کيفيت","باتري متوسط درايو نوري ضعيف","سلام.یکسال این لپ تاپ رو خریدم و خیلی راضیم . بیشتر به خاطر قدرت سخت افزارش ازش راضیم",6,0,3,4,4,4,3,3
"کانفينگ قوي","باتري نسبتا متوسط","من این لپ تاپ و از بازار گرفتم نه از دی جی.این لپ تاپ خب کانفینگ قوی داره و ب نسبت این سخت افزار قدرتمند وزن هم بالا میره یعنی این وزنی که الان داره بنظر من یه چیز معمولیه. خیلیا ب صفحه نمایش 4k ایراد میگیرن که خب در بعضی مواقع حق دارن چون برنامه هایی هستند که هنوز با صفحه نمایش 4k هماهنگ نشدن و ایکون هارو کوچیک نشون داده میشه و فک میکنم تو اینده ای نه چندان دور این مشکل حل خواهد شد. و اینو هم بگم ک تماشای ویدیو با کیفیت4kلذت بخشه.بلندگوهای خوبی داره ولی ای کاش ساب ووفرش داخل تعبیه میشد.تو بحث باتریش هم اینکه6سلولیه خوبه ولی خب توان باتری نسبت ب این کیفیت صفحه نمایش و سخت افزار میتونست قوی تر باشه.ظاهر بشدت قشنگی داره و اگه این مدل ک با سری kاز لحاظ ظاهر مقایسه کنید اونوقت اختلاف فاحشی میبینید.تو بازی های نسبتا سنگین کم نمیاره هرچند ک مخصوص بازی نیس.حافظهssdهم داره ک سرعت بخشیده ب عملکرد سیستم.در مجموع خوبه و نمره قبولی رو میگیره.
یک نکته رو بگم اکه کار خاصی با لپ تاپ ندارید و فقط در حد کارهای روزمره میخواید باهاش کار کنید میتونید مدل های ارزون تر از سریk و vوx بخرید.",10,1,3,3,3,3,3,3
"گرافيک GTX 960 چهار گيگ و پردازنده بالا رده
داراي 128 گيگ اس اس دي که خيليه
صفحه نمايش 4k و داشتن درايو نوري
صفحه نمايش مات و ساب ووفر جداگانه
نور پس زمينه تنظيم شونده","قيمت زياد شده بخاطر بازار خراب
عدم سازگاري برخي نرم افزارا با 4k
رم ميتونست بالا تر باشه تو اين قيمت
وزن ميتونست کمتر باشه","من احتمالا این لپتاپو بخرم، با توجه به تورم و بازار خراب تو این رنج قیمت بسیار مناسبه و کلا قیمتا زیاده! من با لپتاپ رم چهار و گرافیک یک داغون فارکرای چهار اجرا میکردم آخ نمیگفت اونوقت چطوری با همچین گرافیک و پردازنده ای تو بازی میتونه مشکل داشته باشه؟ نگران این نباشین لپتاپ های گیمینگ همه همینن دیگه فقط پوستشون فرق داره! رمش میتونست تو این قیمت دوازده باشه دیگه گرونیه تو کشور! پردازندش حرف نداره لپتاپایی تا هفت هشت میلیونم همین پردازنده رو دارن. درایو نوری هم داشتنش از نظر من یک مزیت عالیه همه جا که اکسترنال نیست یهو دیدی وسط نصبم USB در اومد! 128 گیگ اس اس دی خیلی زیاده و همراه یه ترابایت هارد عالیه از نظر من! عدم سازگاری با ویندوزای غیر ده از نظر من مشکل نیست ولی برای بقیه شاید باشه. صفحه نمایش 4کی هم برای من خیلی جذابه واسه بازی و اینا میشه پایین آورد ولی عدم سازگاری با نرم افزار هم یه بدی هست. وزنش هم بعله میتونست سبک تر باشه ولی خب تمام فلزیه و درایو نوری داره! زیادم نازک نیست که من به شخصه اهمیت نمیدم. کیف و موسم که داره. از برتری هاشم نسبت به سایر رقبا ساب ووفر جداگانس که بقیه لپتاپا ندارن! صفحه نمایش مات داره عالیه واسه بازی. خلاصه این لپتاپ شاید بخاطر قرمز نبودن نور پس زمینه نگن بهش گیمینگ ولی واقعا چی از y700 لنوو (که برند عالیه) کم داره بیشترم داره بخصوص y5070. بنابراین این لپتاپ برای گیمینگ، مالتی مدیا، وبمسترینگ و طراحی اینا عالیه همه کارست.",10,0,3,5,5,5,5,5
"ال سي دي 4k وداشتن هاردباسرعت 7200rpm","ضخامت و وزن غيرقابل تحمل وکيفيت کم ساخت نسبت به قيما","سلام من دنبال یه لپ تاپ غیرگیم میگشتم که بتونه تمام نرم افزار های سنگین وراحت اجرا کنه که به پیشنهاددوستم که خودش N501 داره نظرم و به خودش جلب کرد که به
بررسی این لپتاپ بپردازم بنظرمن طی تحقیقاتی که که انجام دادم این لپتاپ ارزش خریدنسبت به قیمتش اصلا نداره چون سری جدید این محصول بانام تجاری N552 واقعا
یه سرگردن ازاین بالاتره وهم وزن کمتری داره هم ضخامت کمتر من خودم قصدخریدش ازدی جی دارم خیلی دربارش تحقیق کردم هرکی داره میگه خوبه وازش راضیه
وتمام گیم های موجودوراحت ودرسطح بالای گرافیک اجرامیکنه",0,6,2,3,2,3,3,1
