positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"بسيار سبک و باريم
پردازنده خوب
اسپيکر مناسب
شارژ سريع
تاچ پد با عملکرد عالي","عدم ساپورت USB بر روي بدنه
زمان نگه داشتن کم باتري
وب کم با کيفيت پايين
کيبورد پهن","اول از همه فکرتون رو روی یک الترابوک متمرکز کنید. محصولی با وزن و گرافیک کم اما در بالا. اصولا افرادی که به سراغ الترا بوک ها می روند یا افراد بیزنسی هستند یا زیاد جابجا می شوند. zenbook3 اصلی ترین خصوصیت اون وزن کم لب تاپ هست به طوری که سازندگان تصمیم به این گرفتند که حتی درگاه usb را قربانی این موضوع کنند تا حتی ضخامت آن را به طرز قابل توجهی کم کنند. پردازنده این سری 7000 از نوع U هست. حافظه رم این دستگاه بیشتر جنبه تبلیغاتی داشته و 8 گیگ رم با حافظه ddr4 بهتر از 16 گیگ رم با حافظه ddr3 میباشد. اما در کار با این لب تاپ به ندرت دچار کندی سرعت می شوید. تاچ پد این دستگاه را می توان در کنار تاچ پد مک بوک قرار داد اما کیبورد این دستگاه نیازمند چند روز کار دارد تا با آن آشنا شوید و بتوانید بدون نگاه تایپ کنید این به این دلیل میباشد که کیبورد بسیار پهن می باشد و انگشتان باید مسیر زیادی رو طی کنند. همچنین اندازه فشار دکمه ها بسیار کم می باشند که می تواند برای برخی جالب باشد. وب کم حرفی برای گفتن ندارد و فقط اعلام وجود می کند. باطری این دستکاه با سایر دستگاه های دیگر در کم تر نگه می دارد.
از نظر بنده ایسوس شاخصه ی خوبی را در نظر گرفته است و آن هم وزن بدنه هست. در میان رقبا ایسوس علاوه بر پشتیبانی بر روی کاربران ایرانی قیمت کمتری دارد زیرا بازار مستقیمی در ایران دارد که سایر رقبا ندارند. پیشنهاد بنده در میان سایر الترا بوک ها این مدل پیشنهاد می شود.",3,0,4,4,4,5,3,5
"همه چيز",ندارد,"مناسب برنامه نویسی
وب گردی
کارهای سنگین
قابلیت تعویض سیستم عامل

دوستان دقت کنید چون این لپ تاپ قدرتمند در رده لپ تاپ های بسیار لایت است هنگام استفاده از اینترنت هنگام وصل نبودن به برق بهدصورت اتوماتیک وای فای را قطع می کند و شما باید در تنظیمات درایور بروید و تیک Power Saving را بردارید.",4,1,5,5,5,5,5,5
"ظاهر بسيار زيبا(نميتونيد ظاهر زيباش دل بکنيد
باريک
بسيار سبک","کيبرد افتضاح ولي ظاهرش اينقدر قشنگه که شما همه ي معايبش رو از ياد مي بريد","این لپ تاپ مناسب افرادی مثل من هست که کا خاصی با لپتاپ انجام نمیدن یعنی فقط میرن تو اینترنت یا فیلم میبینن یا با ورد یا پاور پوینت کار میکنن(لپ دانشجویی هست)ولی برای کسانی که میخوان برنامه نویسی کنن و از این کار ها مناسب نیست و بهتره برن سری rog لپتاپ های ایسوس رو بخرن",2,19,5,3,2,4,5,5
"رم بالا و سي پي يو قوي
فوق العاده سبک
باتري عالي",قيمت,"دو ماهه دارمش. تا الان هیچ ایراد فنی نمیتونم بهش بگیرم. من بیشتر برای برنامه نویسی و اینکه مدام در سفر هستم خریدمش. کیبوردش مثل مک بوک طراحی شده. مشکلی با کمبود پورت ندارم. یه موس بلوتوث m535 گرفتم براحتی بدون دانگل بهش وصل میشه. برای تست بازی ماشینی blur نصب کردم گرافیکش جواب داد.در آخر لطفا هر نظری رو میخونید فوری بهش اعتماد نکنید. سی پی این محصول به گفته سایت اینتل تولید دسامبر 2016 است مگه میشه به این زودی از رده خارج بشه و اینکه یک اولترا بوک 900 گرمی رو با یه لپتاپ 2.5 کیلویی مقایسه نمیکنن. از سایت خوب دیجی کالا هم تشکر میکنم.",5,1,3,5,5,5,4,5
"زيبايي
رم 16","عدم تناسب رم با گرافيک و پردازنده
نبود درايو نوري
قيمت خيلي بالا نسبت به ارزش واقعي","سلام..عزیزان لطفا انقدر زود قضاوت نکنید..صرفا ظاهر رو مد نظر قرار دادن باعث میشه بعدا با دیدن ضعف هاش ناامید شین از خریدتون..این قیمت بالا صرفا و صرفا برای زیباییشه..درایو نوری فدای زیبایی شده و از طرفی نقطه قوت دیگش رم 16 گیگ اون هست ولی این مقدار رم با قدرت پردازنده و گرافیک تناسب نداره...طوری که کارایی رم این مدل به 12 هم نخواهد رسید...اتومبیلی با موتور شدیدا قوی وقتی لاستیک ژیان روش باشه به هیچ دردی نمیخوره..با این هزینه میشه موارد خیلی بهتری خرید",3,12,0,2,5,4,2,2
,,"واقعا نمی شه نخرید ولی اولین چیزی که تو رو مجبور به نخریدنش وادار می کنه اینکه گرافیک نداره و با این هزینه واقعا بده که گرافیک نداره
ولی هر کار می کنم نمی تونم بهش خیره نشم و نگاهش نکنم
برای اونایی که به گرافیک نیاز ندارن عالیه
این لب تاب ایسوس بهترین هست برای مقایسه با مک بوک اپل که بیشتر پول مارکش رو می گیره
ایسوس دوست داریم
هواداران ایسوس لایک کنند تا اپلی ها بفهمند قدرت دست کیه
همه با هم",92,34,3,4,5,4,2,5
"طراحي زيبا و سبک
برند معتبر
باطري بادوام
پردازنده قوي
قيمت مناسب نسبت به محصولات مشابه",,"با سلام وقعا این محصول ایسوس میتونه رقیب بی همتایی باشه، مخصوصا برای اپل که اینجور کالایی رو می پسنده، بیشتر طرف دارهای اپل میتونن این رو بخرن و بهترین سیستم عامل که ویندوز هست رو تجربه کنن و از فضای مک بیان بیرون. درسته روی مک هم میشه ویندوز نصب کرد ولی هزینه کمتر و استفاده از تمام امکانات این نوت بوک توی کشور ملاکه که اینجور همه امکانات رو داره",27,12,5,5,5,5,5,5
"وزن
ضخامت","حجم هارد
نداشتن صفحه تاچ
پورت هاي کم
...","به نسبت لپ تاب لنوو x250 مشخصات پایین تری داره و از لحاظ قیمت هم تفاوت آنچنانی نداره",2,26,3,3,3,3,3,3
"اولترابوک بودن. يعني سبک و بوت سريع. براي مطالعه باتريش بيشتر هم جواب ميده.","دکمه خاموشي صفحه نمايش وقتي لازمش نداري.","من مدل قبل تر این را دارم. با نیازهام منطبق هست. فقط یک دکمه فانکشنال داشت که صفحه نمایش را خاموش میکرد الان دیگه کار نمیکنه. کسی راهنمایی میکنه علاجم چیه مزاحم گارانتی شوم؟ کلا نقدی که بتونه اهمیت داشته باشه براتون اینه که من برای امور دانشگاهم گرفتم و راضی ام. فیلم باهاش ندیدم که باطریش و صفحه نمایشش را به چالش بکشم
اگر مثل من وقت این کارها را ندارید و می تونید بابت هزینه کمتر حسرت نچشیدن قلم سورفیس پرو 5 را تحمل کنید همین را الان بگیرید و درستون را ببرید جلو. وگرنه سورفیس 5 را باید دید می ارزه صبر.
ببخشید بیش از این کمکی ندارم. در ضمن قلم را نمیدونم چقدر اهمیت باید داد. بدون تجربه اش نمیشه نظر داد.",3,5,3,4,2,1,3,4
,,"واقعا نمی ارزه به خاطر سی پی یوزر اینقدر هزینه کردن",9,26,0,5,4,4,1,3
