positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"آقا زبان ما مو درآورد اینقدر گفتیم مک بوک برای بازی نخرید. اپل هیچ وقت ادعا نکرده لپ تاپ بازی می‌سازه. اگر همچین کاری می‌خواست بکنه باید قطر لپ تاپ را دوبرابر می‌کرد تا غول گرافیکی Nvidia GTX 1080 توش جا بگیره. بعد یک فن قوی روش می‌گذاشت تا صدای قارقارک بده. اونوقت شما میامدید اینجا 10 تا ایراد دیگه می‌گذاشتید روش که چرا سنگینه؟ چرا شارژش زود خالی می‌شه؟ خیلی از خوانندگان اینجا شاید تا حالا تجربه کار با مک نداشتند ولی برای من اولین سوالی که پیش آمد این بود آیا این لپ تاپ اصلا فن داره یا نه؟ ما نمی‌تونیم هم خدا بخواهیم هم خرما. اپل یک تصمیم مهندسی گرفته برای اینکه بهترین تجربه کار با یک کامپیوتر قابل حمل را داشته باشیم مجبوریم از گرافیک رده بالا فاکتور بگیریم. ولی خبر خوش اینه که با پیشرفت تکنولوژی ساخت چیپ در ابعاد نانومتری گرافیک قویتر با مصرف انرژی پایینتر بیشتر قابل دسترس شده. اپل در این زمینه حرفی برای گفتن نداره چون جمع کننده کامپیوتره نه سازنده چیپ. اینجا باید منتظر اینتل و جدیدا ای ام دی باشیم تا خلاقیت بیشتری به خرج بدن. همینطور داستان پورتها هم به همین صورته. تکنولوژی تاندربولت 3 را اینتل بوجود آورده و الان در بازار حرکت به سمت همگرایی اتصالات و پورتهاست. پورت USB-C هنوز جا نیوفتاده ولی تا حداکثر 5 سال دیگه خیلی از پورتهای فعلی مثل پورت سریال خدا بیامرز میشه. اپل بخاطر رفتارهای سنت شکنش آینده را از الان داره به ما نشان می ده.
برای عاشقان گرافیک خفن خوشبختانه گزینه های زیادی هست. مثل اچ پی زیبوک. ایسوز (اگزوز) ROG مخصوصا مدل دارای تانک آب یا حتی مایکروسافت سرفیس بوک. این آخری متاسفانه گرافیکش خیلی بالا نیست و بیشتر برای مهندسان در نظر گرفته شده تا بازیگران.",1,0,4,5,5,5,4,5
"کيبورد و تاچ پد همواره معرکه بوده
کيفيت صداي بلندگوها
سخت افزار متناسب با سيستم عامل
صفحه نمايش زيبا و زمان شارژدهي عالي باتري","تنها 2گيگ جي پي يو
عملا براي تبديل هر پورت بايد 100 الي 300 هزار تومان خرج نماييد
تاچ بار نه چندان کارامد","استیو جابز، کسی که میدانست چه قطعه ای برای چه محصولی چه کارایی دارد، کسی که میدانست مردم از چه قابلیت جدیدی هیجان زده میشوند، کسی که محدودیتها را قربانی کیفیت محصول نمیکرد.
چی گفتم!؟ نقدم را مستقیما از مک بوک شروع نمیکنم...
متاسفانه اپل به دست مدیری نالایق و تیمی بدون اعضای حیاتی (تقریبا نیمی شان اخراج شده) در حال درجا زدن است و تقریبا 5 سال است که نو آوری خاصی ندیده‌ایم حتی به دنیا امدن تاچ ایدی در 2013 نیز چنان هیجان انگیز نبود،سیستم عامل ای او اس هم بعد از مرگ استیو با تمی بچه گانه و رنگارنگ روبه رو شد و آن جدیت و قاطعیت خود را از دست داد، گویی اپل به دست نقاشانی افتاده که دوست دارند رنگ ها را امتحان کنند از ایفون طلایی بگیر تا صورتی یا به قول اونوری ها رزگلد و پیدایش سایزهای متنوع و حتی ایفون 5 سی هایی که به سرعت در دنیای پیشرفته امروزی غرق شدند، یاداوری روزی که ایفون 5 سی به بازار امد از یاداوری خداحافظی رونالدینیو از بارسا هم تلخ تر است. آن آیفون های پلاستیکی با رنگ های بچه گانه و واقعا زشت که به بازار امدند تا بی درایتی تیم کوک را بار دیگر در ما کوک کنند.
بگذریم ...
بیاید با انصاف باشیم، مک بوک پروی پیش رویتان با مکبوک پروی 5 سال پیش چه تفاوتی دارد؟ تاچ بار!!!! باور کنید اگر از کاربران مک باشید اپلیکیشین control air جذابتر از کار با تاچ بار برای شما خواهد بود، در دنیایی که همه گوشی هوشمند که 99 درصدشان لمسی هستند شاید لذت استفاده از تاچ بار تنها به چند ثانیه پس از خرید منجر شود حال انکه اپلیکیشن مذکور همانند کینکت عمل کرده میتوانید با اشاره انگشت اهنگ را اسکیپ ، پلی ، و استاپ کنید آن هم بدون لمس!
اگر برای مکبوکی که بتوانید با ان به گیمینگ هم بپردازید حاضرید چنین مبلغی را بپردازید باید بگویم حتی اگر بتواند ویچر 3 را اینستال هم بکند نمیتواند انرا با تنظیمات مدیوم بدون افت فریم برای شما اجرا کرده و حتی بیشتر از افت فریم صدای فن مکبوکتان بیشتر عذاب آور خواهد بود.
نبود حتی یک پورت یو اس بی در این مک، شوخی وحشتناکی بیش نیست، باید عملا 100-300 هزار تومان خرج مبدل های مکبوک مذکور نمایید که علاوه بر هزینه ظاهر آنرا زشت تر و محیط کار را شلوغ تر میکند در مقایسه با مکبوک رتینای 2015 که حتی پورت اچ دی ام آی و تاندربولت و 2 پورت یو اس بی 3 هم داشت به دنیا امدن محصولی به اسم مکبوک پروی 2016 که عملا یک لپتاپ است و مشخصه ی لپتاپ داشتن پورت و نبودن ایپد است، انسان را شگفت زده میکند، شدیدا علاقه مند به شنیدن نظر استیو وازنیاک در مورد این محصول هستم!!! اپل بعد از استیو ، با حذف دی وی دی رام از مکبوک پرو کار خود را اغاز کرد هزینه انرا صرف افزایش سایز ایفون نموده و امسال با حذف پورتهای متنوع از مکبوک زبان بسته به خرید صفحه های او ال ای دی برای ایفون جدید ظاهرا خسته کننده اش پرداخته است. شاید هم لپتاپ ها و گوشی های هوشمند به تکامل و بلوغ خود رسیده و دیگر جایی برای پیشرفت نیست !؟ کسی چه میداند شاید روزی ایلان ماسک قصد تاج نشینی بر تخت اپل را نمود و لقب استیو دوم را برای خود برگزید و صنعت تکنولوژی را چون افسانه ی فقیدش بار دیگر متحول نمود.
به طور خلاصه مک بوکی که شما قصد خریدش را دارید برای کارهای اداری و پروژه های دانشگاهی بیش از حد پرو میباشد، میتوانید با صرف هزینه کمتر و گذشتن از تاچ بار مدل 2 سال پیش همین مکبوک را با حافظه ی داخلی بیشتر تهیه نمایید
امیدوارم همه ی اپل دوستان روزی بازگشت ظاهر قاطعانه مک او اس و همچنین ای او اس را شاهد باشند و اپل به جای نو آوری به سمت تقلید از کمپانی هایی که در زمان حیات سلطان استیو جابز حرفی برای گفتن نداشتند پیش نرود با سپاس ازینکه وقت خود را صرف خواندن این متن نمودید.",5,3,1,3,4,5,3,5
"سخت افزار قوي
صفحه نمايش عالي
تاچ بار","حافظه کم نسبت به قيمت","این لپتاپ از همه نظر عالیه و قیمتش هم نسبت به مایکروسافت (رقیب اصلی اپل) خیلی بهتره",2,1,5,5,5,5,5,5
ندارد,"هارد کم","دوستان واقعا حتی اگر عاشق مک هستید باز این هارد خیلی پایین است",6,10,0,0,0,0,0,3
,,"اپل از سال 2006 مثل بقیه سازندگان پی سی از سخت افزار اینتل استفاده می کنه. پس میدان رقابت برای همه منصفانه ست. فرقی که اپل با سازندگان چینی و تایوانی داره اینه که برند اپل برابر با کیفیته. کسی که دنبال بهترینها باشه حتما اپل را هم مد نظر داره. وقتی که شما بدنبال ساخت بهترین باشید عامل هزینه تمام شده دیگر مهم نیست و هزینه طراحی و مهندسی یک محصول خوب روی قیمت کشیده می شه. اما اگر بازار هدف شما قیمت پایین باشه دیگه نمی تونید بالانس خوبی بین کیفیت و قیمت داشته باشید. خیلی ها فکر می کنند همه چیز در مشخصات خلاصه میشه ولی مشخصات نشون نمی ده که محصول چقدر دوام میاره. باطری چند سیکل شارژ را تحمل می کنه. وقتی درِ لپ تاپ نازکی مثل مک بوک را باز می کنیم بدنه هم با اون بلند نمی شه. مشخصات نشون نمی ده که منبع تغذیه اپل مجهز به میکروپروسسوره و وقتی که لپ تاپ را به برق می زنیم اجازه نمی‌ده آرک الکتریکی ایجاد بشه.
مایکروسافت میتونه رقیب خوبی برای اپل باشه و تولیدات جدیدش باکیفیته ولی از نظر طراحی به نظر من هنوز عقبه. بعضی جاها مایکروسافت کلک می زنه و ارقام غیر واقعی برای شارژ دهی باتری اعلام می کنه یا برای سرفیس بوک یه باتری اضافی زیر کیبورد جاسازی می کنه تا بتونه مثل اپل 10 ساعت رو باتری کارکنه. از طرف دیگه ویندوز یک سیستم عامل همه منظوره ست که هدف اولش سازگاری با نرم افزارهای قدیمیه نه کارایی و سرعت. ویندوز به همین خاطر فوق العاده پیچیده ست و لایه به لایه در دهه های گذشته به اون اضافه شده. ویندوز معروفه که در اثر استفاده به تدریج کند می شه و مرتب تحت حملات بدافزارهای اینترنتی قرار داره. ویندوز ده (تِن) که رسما به ابزار جاسوسی و جمع آوری اطلاعات تبدیل شده. لینوکس و مک او اس از این نظر خیلی انتخابهای بهتری هستند مگر برای کسانی که به برنامه های خاص ویندوزی وابسته هستند.",22,11,4,5,5,5,4,5
,,"دوست عزیزمون یک سری نظرات نوشتن که درباره اون ها یکسری نکات به ذهنم میرسه.
نکته اول: گفته شد گرافیک آنبورد مک از گرافیک اختصاصی ایسوس قوی تر هست و اینو یک افتخار برای آپل می دونن. همه ما میدونیم که وقتی صحبت از کارایی گرافیکی میاد در دنیای امروز حرف اصلی رو سخت افزار میزنه و نرم افزار در جایگته بعدی قرار داره ولی معنی این حرف چیست؟ نکته در اینجاست که اگر مثلا گرافیک های آنبورد نسل جدید اینتل از گرافیک های اختصاصی نسل قبلی amd قوی تر هستند این یک پیشرفت در ساخت سخت افزار محسوب می شود و افتخارش متوجه کمپانی اینتل بوده نه آپل.
نکته دوم: گفته شد کیفیت آپل با ویندوز قابل مقایسه نیست . آیا این هم افتخاری برای آپل است؟ آپل سالهاست که مشغول توسعه این سیستم عامل خود برای کامپیوتر های شخصی خود می باشد همانطور که متوجه شدید از کلمه خود دوبار استفاده شد. یعنی آپل هم کنترل نرم افزار و هم کنترل سخت افزار را خود در اختیار گرفته است طبیعتا در این حالت انتظار بسیار بیشتری از عملکرد تولیدات آپل می رود.
نکته سوم : گفته شد همه نرم افزارهایی که برای ویندوز هست برای مک هم موجود می باشد : اساسا اینطور نیست و هنوز مک در این زمینه ضعیف است ولی کم کم درحال بهتر شدن است. مثلا برنامه مهم Visual Studio که همه برنامه نویسان پلت فرم دات نت از آن استفاده می کنند نسخه ایی برای مک ندارد مثال دیگر گیم ها هستند که تقریبا هیچ کدام نسخه ای برای مک ندارند و روی نسخه های ایکس باکس، پلی استیشن و پی سی ارائه می شوند.",18,21,3,3,3,3,3,3
"همه چيز","نقص در برابر اين پديده شوخي محسوب ميشه","با سلام
بنده 5 سال از مک بوک استفاده میکنم برای کارهای بسیار سنگین گرافیکی ٫ از مک بوکی استفاده میکنم در حال حاضر که گرافیک مجزا نداره ولی قدرتش از گرافیک 6 گیگ ایسوس بالاتره و رم مک بوک بنده 8 گیگ هست در صورتی که سرعتش از رم 16 گیگ ایسوس بسیار بالاتر و قوی تر هست ٫ در مورد باتری که گفتید زود خالی میکنه ٫ چیزی به ذهنم خطور نمیکنه برای پاسخ خدمتتون بگم در مورد باتری فکر میکنم بهتر از مک بوک در بازار مجود نباشه ..
و در مورد نرم افزار ها خدمتتون بگم تمامی نرم افزارهایی که برای ویندوز هست برای مک بوک به صورت رایگان و کاملا راحت در دسترس هست و در مورد سیستم عامل ها که مقایسه ویندوز و مک شوخی بسیار بسیار بسیار بزرگی هست .
و در پایان میتونم بگم این مک بوک نبض تکنولوژی در حال حاضر هست و هیچ لپ تاپی در جهان قدرتش به این لپ تاپ نمیرسه .
مانا باشید",28,22,4,5,5,5,5,5
,,"این لپ تاپ در ایران فقط برای show off به درد میخوره و نه چیز دیگه ای..!!! اگه به صورت کاربردی میخواین استفاده کنید اصلا به درد نمیخوره چون برنامه های اکثراً ایران کرک هستن و فقط برای ویندوز موجود هستن..!!! دوست من همین لپ تاپ رو گرفته و بعد از کلی دردسر آخر سر ویندوز نصب کرده روش که همون کارایی مک رو نمی تونه بگیره ازش باتریش هم زودتر خالی میشه...!!!!!رزولیشن ویندوز هم به هم نمیخوره و لپ تاپ رو گذاشته خونه و یه ایسوس گرفته!!!شما اگه اینهمه پوی پای لپ تاپ میدین میتونین ایسوس سری ROG یا لنوو یا hp سری omen بگویرید.... اگه هم واسه تماشا فیلم و اینا میخواین بگیرین",16,43,0,5,4,5,3,3
,,"دوستان توجه کنن، علت این که مک بوک پرو در مجله consumer reports پیشنهاد نشده این بوده که این نوت بوک عمر باتری ثابتی نداشته. اپل بعد از بررسی این موضوع، متوجه یه باگ در مرورگر سافاری شده و باگ رو بر طرف کرده و مک بوک پرو دوباره به لیست پیشنهاد های مجله برگشته. هیچ کدوم از مدل های مک بوک پرو 2016 عمر باتری زیر 15 ساعت و چهل و پنج دقیقه کسب نکردن.",19,5,4,5,5,5,5,5
,,"این لپ تاپ وحشناک هست..",16,18,5,5,5,5,5,3
