positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"این که شما فرمودید یکی از usb ها کار نمیکنه اینه که ویندوز سون usb 3 پشتیبانی نمیکنه و از اونجایی که یکی از پورت های usb این دستگاه usb 3 است این اتفاق براتون افتاد.
در پناه حق",0,0,3,3,3,3,3,3
"سخت افزار قوي
دو گيگ حافظه گرافيکي مجزا
رام هشت گيگ
سبک و قابل حمل بودن آسان","نداشتن سي دي راه انداز
بروز رساني نشدن گرافيک و ...
نداشتن زبان فارسي در کيبورد
باتري ضعيف","با سلام ؛ با این لپ تاپ به هیچ وجه ویندوز 8 رو نصب نکنید چون امکان آپدیت برنامه های سیستم از جمله کارت گرافیکی و .. رو بهتون نمیده.

پس از نصب ویندوز 7 متوجه شدم که یکی از دو یو اس بی ها کار نمیکنه ، و اینکههمه روشها رو امتحان کردم ولی متاسفانه با هیچ روشی نصب نشد.

حتما و حتما ویندوز عامل 64 بیت نصب کنید وگرنه رام 8 گیگ بلا استفاده خواهد بود .

در کل با این قیمت و امکانات سخت افزاری که داره خوبه ولی نبود سی دی راه انداز در مجموعه یه معضلیه که باید دیجی کالا زحمت بکشه و این معضل رو برطرف کنه .

باقی موارد هم در بخش نقاط وقوت و ضعف رو گفتم . موفق باشید.",1,1,3,3,3,3,3,3
"قيمت خوب و تقريبا همه چيزش","لک ميگيري جا دست ميمونه تقريبا","تو این رنج چیز عالیه",7,0,5,4,5,4,5,4
"رم 8 سي پي يو عالي کيفيت ساخت","باتري نسبتا ضعيف","سلام
توی این رنج قیمت عالیه
مناسب بازی
وبگردی
کیفیت صفحه هم عالیه",7,0,5,3,5,4,5,5
,,"برین بخرین من دوماهه دارمش اخ نگفته سرعتش عالی صفحه نمایش عالی همه چی تموم",5,1,5,5,5,5,5,5
"کارت گرافيک خوب","از نظر من 2GHz برايcpu اين لپ تاپ کمه","با سلام اگه می شد یکم فرکانس cpu بالاتر می رفت خوب تر بود مثلا2.55GHz",4,2,5,5,3,3,3,3
"قيمت مناسب
مناسب بازي هاي متوسط رو به بالا",باطري,"سلام به همگی
این لپ تاپ که سی پی یو ای ام دی داره برای بازی های رو به بالا حرف نداره فقط کول پد رو حتما باید براش استفاده کنید
موقع نصب اولیه ی ویندوز به درستی پارتیشن بندی کنید که مثل من اسیر نشید
از یه ویندوز خوب براش استفاده کنید که بعد از یه مدت دچار مشکل با ویندوز نشید.",3,1,5,5,5,5,4,5
"همه چي","فقط باتري","واقعا معرکه هست بی نظیره فقط باید باتریش بهتر میبود که خیلی مهم نیست این لپتاب عالیه من به همه پیشنهاد میکنم بخرنش مخصوصا گیمر هایی که میخوان در حد مناسبی هزینه کنن و ی لپتاب خوب برای گیم بخرن",4,3,5,2,5,5,5,4
,,"اگه س پی یوش core بود یه چیز بی نقص میشد",6,2,3,3,3,3,3,3
,"سايز و باطري","سلام من یه لپ تاپ می خوام که بتونم حمل کنم ولی این لپ تاپ علی ولی 15اینچ خیلی بزرگه",1,4,5,3,3,3,3,3
"قيمت نسبت ب محصولات مشابه
امکانات و قابليت ها","اثر انگشت ميمونه روش","سلام من سه روز ایم محصول رو خریدم خیلی راضی ام
بنظر من ک عالیه این محصول",0,5,5,1,2,3,5,5
,,"دوست عزیز من هم باور نمی کردم ولی این سیستم خیلی سیستم خوبیه من روی اون مافیا سه بازی کردم
خیلی خوش تراشه و خوش ساخته مخصوصا این که رم هشت داره",3,0,5,5,5,5,4,5
رم,پردازنده,"بهش نمیاد 8 گیگ رم داشته باشه پردازنده اش هم خیلی قوی نیست",0,3,4,4,4,4,4,3
"رم بالا
پردازنده عالي
بسيار ظريف و زيبا","ماندن اثر انگشت بر روي لپ تاپ","در بین بازار رنگ و رنگ لپ تاپ ها خیلی گشتم دنبال یه لپ تاپ بودم که تا چند سال نیاز نباشه عوضش کنم تمام لپ تاپ های بازار با این قیمت رم 4 گیگ داشتن و من راضی نبودم این لپ تاپ بایه رم هشت گیگ و سی پی یو بسیار عالی خودش تمام نیاز هایی که من از یک لپ تاپ عالی داشتم رو بر آورده کرده حتما توصیه میکنم بدون درنگ اونو بخرید اگه سراغ پردازنده های اینتل که فقط اسم در کرده ان برید پشیمون میشید این مدل کانفیگ با سی پی یو A8 هم داره که من تو دیجی پیدا نکردم ولی در کل کاملا راضی ام واقعا محشره",4,3,5,5,5,5,4,5
"[""لپتاب خيلي خوبيه،رم 8 و گرافيک 2 ،خيلي عاليه اونم با اين قيمت ""]","[""اصلا نداره""]","چند روزه میخوام اینو از دیجیکالا بخرم اما موجود نمیشه.از دیجیکالا خواهش میکنم موجودش کنه تا من بتونم بخرمش.خواههش میکنم.",6,1,5,5,5,5,5,5
