aspect_id,keyword,similar_word,similarity
1,ارزش,قیمت,0.892617762089
1,ارزش,قیمتش,0.876929163933
1,ارزش,رنج,0.872491955757
1,ارزش,صرفه,0.861830949783
1,ارزش,قیمتی,0.853644490242
1,ارزش,پولی,0.84862023592
1,ارزش,انتخابه,0.823201179504
1,ارزش,امکاناتش,0.818735063076
1,ارزش,ارزه,0.811699092388
1,ارزش,خرید,0.805610716343
1,ارزش,کارایی,0.791827499866
1,ارزش,مجموع,0.790524363518
1,ارزش,مقرون,0.775528728962
1,ارزش,درکل,0.772131323814
1,ارزش,پرداخت,0.768979310989
1,ارزش,امکاناتی,0.767568588257
1,ارزش,بالایی,0.763307094574
1,ارزش,نمیرزه,0.762901306152
1,ارزش,ارزان,0.760313868523
1,ارزش,نسبت,0.757214069366
1,ارزش,نصبت,0.754209578037
1,ارزش,نظرم,0.75047492981
1,ارزش,قیمت،,0.7498691082
1,ارزش,قیمته,0.744231581688
1,ارزش,مبلغ,0.742044568062
1,ارزش,بنظرم,0.739662766457
1,ارزش,میدین,0.739123880863
1,ارزش,خریدو,0.73635828495
1,ارزش,لنگه,0.735622823238
1,ارزش,سلام.به,0.733930945396
1,ارزش,بالاست,0.733251333237
1,ارزش,قیمتشم,0.731903195381
1,ارزش,بازه,0.731669902802
1,ارزش,شکی,0.731446862221
1,ارزش,بالاتری,0.730963230133
1,ارزش,تردید,0.729986548424
1,ارزش,بصرفه,0.727427363396
1,ارزش,همچین,0.726818501949
1,ارزش,ارزششو,0.726791024208
1,ارزش,ارزه.,0.726537764072
1,ارزش,گرونه,0.726026535034
1,ارزش,نکنین,0.725176930428
1,ارزش,اختلاف,0.723668932915
1,ارزش,میخواین,0.723433494568
1,ارزش,خوبیه.,0.722502171993
1,ارزش,بودجه,0.72001683712
1,ارزش,نکنید..,0.719927966595
1,ارزش,بخرید,0.719235658646
1,ارزش,نکنید.,0.717787623405
1,ارزش,قصد,0.717135906219
1,ارزش,باتوجه,0.716118693352
1,ارزش,کل,0.714780449867
1,ارزش,پیشنهاد,0.714196026325
1,ارزش,خوبیه,0.713408350945
1,ارزش,خریدش,0.712727189064
1,ارزش,باسلام.,0.712309479713
1,ارزش,ارزشش,0.711991906166
